Task,Mean_MSE,Mean_Pearson
BPD-00008900,1.0552034,0.5048104458337082
MIM1,1.0283762,0.5304353145322803
Dactolisib,1.849699,0.42155557995045556
NVP-ADW742,1.7028112,0.49863976233264323
Gefitinib,1.1808637,0.4953624621345439
Telomerase Inhibitor IX,1.1764663,0.5557437358941003
GDC0810,0.74864584,0.49555990312138015
WEHI-539,2.4683387,0.5285371310681944
BDP-00009066,1.1392051,0.4725346364188347
Epirubicin,1.6421126,0.6185479697135073
GSK2578215A,0.7325754,0.5306239052791991
I-BRD9,1.0581226,0.6359059571248732
P22077,1.4947618,0.5526255021611266
AZD6738,1.5246067,0.5589775677437229
AZD5363,1.5617744,0.5056152481958328
BMS-536924,1.5904685,0.38000916151267333
ABT737,2.2538903,0.6784831602459572
WIKI4,0.8362632,0.2661831043624919
Afuresertib,1.7040644,0.5059158253608285
Savolitinib,1.2119585,0.43633694703370723
Navitoclax,2.8551219,0.5900884772593356
Cyclophosphamide,0.59806675,0.5630255067876865
MIRA-1,0.79812884,0.6835026021668887
Pyridostatin,1.1679744,0.5398366855845322
Temozolomide,0.85603684,0.6562485055099204
Vinorelbine,2.7405407,0.6528804762980541
Vinblastine,2.906442,0.6386444338448793
Pevonedistat,2.892917,0.599462744392307
Foretinib,1.3970388,0.5313958681438995
BIBR-1532,0.8223646,0.530651643401601
MK-8776,1.6361818,0.6381201766036515
Talazoparib,3.0472815,0.585595228374619
AMG-319,0.81812954,0.6377844257182465
AZ6102,1.0506591,0.429736243826595
VX-11e,1.4574099,0.5529525979655358
LJI308,0.7507072,0.572064115283884
AT13148,1.9738668,0.5267214346156824
Rapamycin,1.6541232,0.5430222459827174
GSK591,0.99430066,0.5111221288704947
VE821,1.5411472,0.6381616442288859
GNE-317,1.6634102,0.3032019692600573
Crizotinib,1.7378497,0.5535979063306519
Entinostat,1.6244158,0.5992379633439593
Alisertib,3.159443,0.6371379793246219
Fludarabine,2.483256,0.5820693557105916
Mitoxantrone,3.1407166,0.6215824742040214
Niraparib,1.2613076,0.6778976792968806
JAK1_8709,1.0809563,0.5671647857169317
Leflunomide,0.5288387,0.6015818246957714
IRAK4_4710,0.82446927,0.44628027863493874
Entospletinib,1.2751021,0.4258211923276853
BMS-345541,1.0485479,0.6186378663514976
Podophyllotoxin bromide,1.6097507,0.6033727462400282
Gallibiscoquinazole,0.63159925,0.5054432857543302
Sinularin,0.80017585,0.48877522669576884
PCI-34051,1.0659996,0.6160889179569428
Carmustine,0.7064553,0.5803964481529896
Topotecan,2.650055,0.5564501619368231
AGI-6780,0.83078,0.569452095227425
VSP34_8731,0.97326446,0.4634802075015057
MN-64,0.8959987,0.4776796696117171
ML323,0.7832744,0.5534785083465555
XAV939,0.81772083,0.36501436579526225
PFI3,0.5795033,0.5692160678785183
Zoledronate,0.57902503,0.6376183621978798
CZC24832,0.71383977,0.5658977257154695
KRAS (G12C) Inhibitor-12,1.6103878,0.5972014916939292
ERK_2440,1.8216687,0.5237724405288926
Acetalax,2.9609566,0.6236999993579773
LY2109761,0.7146743,0.5308574771228803
AZD1332,2.1359007,0.339005413007984
Mirin,1.024125,0.5752778710448361
OTX015,2.7584152,0.4625246680814545
Wnt-C59,0.87133247,0.5599299185109057
PRIMA-1MET,2.3807518,0.5475297354779118
PRT062607,1.5894518,0.47576856465096046
AZD5438,1.6208167,0.5634126140539316
Obatoclax Mesylate,1.0344797,0.39223895970366424
AZD2014,1.8902525,0.3498910371921795
OF-1,1.1518731,0.45385070522234394
Selumetinib,2.194746,0.6420998775409835
WZ4003,1.6299244,0.4296994964216119
Teniposide,2.2888892,0.6547552023817744
Picolinici-acid,0.49300277,0.574420283342444
JAK_8517,2.1911237,0.5011721183527172
Elephantin,1.4160835,0.5891633396981876
Ruxolitinib,0.81995934,0.5669781702855539
VE-822,1.9415579,0.6071677155034613
ERK_6604,1.6439434,0.5653027347423856
IWP-2,0.57931083,0.6005598710546852
PAK_5339,0.7463443,0.5031968305374991
RVX-208,0.8795205,0.5412096378235132
TAF1_5496,1.7959448,0.5082702276030236
Dinaciclib,1.714467,0.5019851084042454
Nelarabine,0.7706795,0.6541267137464332
IGF1R_3801,2.8868446,0.50125550945584
GSK343,0.6159076,0.5505668643269198
CDK9_5576,1.6644863,0.5262834123105606
LCL161,1.0586764,0.43713840249001734
I-BET-762,1.7952143,0.5364165887838479
AZD5153,2.780074,0.5368135318964101
CDK9_5038,2.6565619,0.5433375134399094
AZD1208,0.68527466,0.5991489798546955
Dihydrorotenone,2.1423705,0.35347677955122264
ULK1_4989,1.8193628,0.5506636322848638
Sabutoclax,1.1374574,0.6196231713684032
AZ960,2.1572754,0.5566405211573733
IAP_5620,2.1136172,0.44231865348868066
Ibrutinib,2.298651,0.518014777846513
AZD5991,3.96834,0.7025090221904969
Eg5_9814,2.0522878,0.5944158109295606
Vincristine,4.11582,0.6432027627713913
GSK2606414,1.1503533,0.5094420343390298
AZD5582,4.3533826,0.43634807950662075
Daporinad,2.4892747,0.623198980912563
OSI-027,1.4467462,0.7043482173316358
AZD8055,2.209358,0.25579177319169494
SB216763,1.7044121,0.20856306339931874
Axitinib,1.6609415,0.32727130021391637
RO-3306,1.397069,0.37376544892484914
Tozasertib,1.8425995,0.5988064404211119
GSK269962A,1.3435396,0.41538725588910896
KU-55933,1.5406882,0.3100613746535312
PF-4708671,1.1029583,0.3965608842384933
AZD6482,3.1168327,0.2222336966047058
ZM447439,1.5928136,0.46841575989522966
JQ1,4.320064,-0.09391823177806648
NU7441,1.3028821,0.3019711569945169
SB505124,1.757565,-0.017881757221381526
Ribociclib,1.3990473,0.10293460752946297
Doramapimod,1.6913356,0.11984999943782182
BMS-754807,3.578578,0.46253043918010645
BI-2536,6.3171387,0.40190949926226266
Cetuximab,0.83660835,0.37017114295383774
Doxorubicin,1.4386945,0.4871126725637243
Etoposide,3.132686,0.442742203416604
Bleomycin,4.5689373,0.3916462475867512
Bicalutamide,0.36703506,0.35837065301064425
Bleomycin (50 uM),2.5849645,0.6248263330023441
Pemetrexed,2.4042437,0.578173799465379
AICA Ribonucleotide,1.1430883,0.5320826895789706
