Task,Mean_MSE,Mean_Pearson
Erlotinib,1.1654582,0.4871047090046698
Sepantronium bromide,2.1693964,0.4034107338780933
Cediranib,1.2271312,0.35598619165952344
Buparlisib,0.6113035,0.5003002143173951
YK-4-279,1.8446823,0.626732312014645
AZD8186,1.5457644,0.3532397958488948
UMI-77,1.5389391,0.39354494948206115
Cytarabine,2.8318207,0.675164656780988
BPD-00008900,1.0223054,0.5109871113717079
MIM1,1.0277241,0.531999776921375
Dactolisib,1.881897,0.4091416446164901
NVP-ADW742,1.6942791,0.49536476607161734
Gefitinib,1.1764761,0.495682690151503
Telomerase Inhibitor IX,1.1876315,0.5518023203712966
GDC0810,0.725249,0.5145726126214403
WEHI-539,2.5150433,0.5147002268963138
BDP-00009066,1.1528968,0.4610822178317256
Epirubicin,1.666438,0.612566593056266
GSK2578215A,0.7127965,0.5397113945746349
I-BRD9,1.0644112,0.6316987813396008
P22077,1.500851,0.5547096203517364
AZD6738,1.5377836,0.555846675629967
AZD5363,1.556625,0.5048911907533672
BMS-536924,1.5811282,0.3787270263018745
ABT737,2.3045146,0.6707654858119184
WIKI4,0.8262529,0.27352598205557743
Afuresertib,1.7315341,0.4958634843045339
Savolitinib,1.2176052,0.43538405782961026
Navitoclax,2.8513024,0.5909780552357192
Cyclophosphamide,0.59241265,0.5675737834032452
MIRA-1,0.7935527,0.6843955338220686
Pyridostatin,1.1949929,0.5368304371684174
Temozolomide,0.84578085,0.6631625338665154
Vinorelbine,2.7727225,0.6506278233118588
Vinblastine,2.9119465,0.6395860488619828
Pevonedistat,2.94351,0.5933805575880706
Foretinib,1.4036732,0.529940231641875
BIBR-1532,0.80775434,0.5426062344513335
MK-8776,1.674707,0.6314610687256371
Talazoparib,3.05258,0.5866022172937507
AMG-319,0.8273632,0.6357165308930336
AZ6102,1.0346678,0.43895004015961875
VX-11e,1.455032,0.5492410793104893
LJI308,0.73382765,0.5791404427469377
AT13148,1.9772191,0.5189248333978109
Rapamycin,1.6553041,0.5408050487076258
GSK591,1.0048162,0.5042360082077896
VE821,1.5330176,0.64201109960256
GNE-317,1.6700201,0.2982101372832655
Crizotinib,1.7528452,0.5530649741321683
Entinostat,1.6178948,0.5993797062414428
Alisertib,3.2026355,0.6372164309643876
Fludarabine,2.4627135,0.5863722394850606
Mitoxantrone,3.127943,0.6254104625876944
Niraparib,1.2598128,0.6812145691234196
JAK1_8709,1.0925299,0.566409116282029
Leflunomide,0.5295319,0.6035982075352969
IRAK4_4710,0.8380639,0.44540894417434435
Entospletinib,1.2720636,0.43398119364653825
BMS-345541,1.0496984,0.6217702988987308
Podophyllotoxin bromide,1.6061707,0.6066462321974386
Gallibiscoquinazole,0.619373,0.5235853752775338
Sinularin,0.7924635,0.49146126198515877
PCI-34051,1.0551771,0.6207727271591542
Carmustine,0.69404536,0.5904977456599219
Topotecan,2.6532152,0.5551125217331444
AGI-6780,0.82436085,0.5737177716458004
VSP34_8731,0.9693224,0.4688410899587059
MN-64,0.89440817,0.47506351343061687
ML323,0.78017277,0.5577868519432988
XAV939,0.8261859,0.35942931767163094
PFI3,0.5676029,0.5705874315447411
Zoledronate,0.55693704,0.6438734639880564
CZC24832,0.69538444,0.5709842224776033
KRAS (G12C) Inhibitor-12,1.6210302,0.5991478098731117
ERK_2440,1.8457493,0.5219563357913842
Acetalax,2.993901,0.6192037314189208
LY2109761,0.7098069,0.535368219438315
AZD1332,2.148628,0.33366231224125364
Mirin,1.0405742,0.5733352293262378
OTX015,2.740424,0.4670101161655244
Wnt-C59,0.87145394,0.5599109275405032
PRIMA-1MET,2.3684704,0.544672602222566
PRT062607,1.5518694,0.48564669082313666
AZD5438,1.6083611,0.5715180166812238
Obatoclax Mesylate,1.0394362,0.3879057272059241
AZD2014,1.9300398,0.33866560682156993
OF-1,1.1348165,0.4645420807996656
Selumetinib,2.214558,0.6431236956449246
WZ4003,1.632419,0.4242358289772313
Teniposide,2.3223064,0.6505387635164105
Picolinici-acid,0.4964006,0.5705212731000625
JAK_8517,2.2177598,0.49871776120471667
Elephantin,1.4108124,0.590148638749044
Ruxolitinib,0.8153129,0.568828281035795
VE-822,1.9514823,0.6069434272893904
ERK_6604,1.6723264,0.5625368744981253
IWP-2,0.57407165,0.6056544892803681
PAK_5339,0.7469694,0.5058168361651605
RVX-208,0.87355494,0.5462695907380491
TAF1_5496,1.8089732,0.5046271948281941
Dinaciclib,1.7209438,0.5019292357126437
Nelarabine,0.7518808,0.657657049264126
IGF1R_3801,2.9100425,0.5011369141775682
GSK343,0.59038675,0.5654477799429631
CDK9_5576,1.6775422,0.527178885136762
LCL161,1.0308627,0.456543851349087
I-BET-762,1.7930425,0.537833435754691
AZD5153,2.7975848,0.5369164575740967
CDK9_5038,2.6448996,0.5447829222059984
AZD1208,0.67675215,0.6060044272918225
Dihydrorotenone,2.1281312,0.3571705329107134
ULK1_4989,1.8157433,0.554728559295253
Sabutoclax,1.155434,0.6135210043043434
AZ960,2.1728618,0.5593087595245647
IAP_5620,2.1202772,0.4366654352261761
Ibrutinib,2.301858,0.5134526700343253
AZD5991,4.0507092,0.6976926310495973
Eg5_9814,2.050762,0.6004385300002659
Vincristine,4.0804424,0.6478410868109237
GSK2606414,1.1131808,0.5261786436809551
AZD5582,4.350035,0.4327310523491086
Daporinad,2.5304177,0.6180453367290122
OSI-027,1.4857689,0.6976708579153098
AZD8055,2.234103,0.26612063682231585
SB216763,1.6534015,0.2179595046030999
Axitinib,1.6674997,0.3272137406705397
RO-3306,1.4146086,0.39080797863068373
Tozasertib,1.86693,0.6003955702641818
GSK269962A,1.3514951,0.4297863962538806
KU-55933,1.4418601,0.3598881457574678
PF-4708671,1.0193328,0.5079531313936417
AZD6482,3.0911674,0.25075689621697145
ZM447439,1.609179,0.4599353710060283
JQ1,4.395887,-0.07852544931889113
NU7441,1.2260597,0.3366217789105022
SB505124,1.7816849,-0.0153739927161639
Ribociclib,1.3319955,0.17162668924261335
Doramapimod,1.5862037,0.1623442528589634
BMS-754807,3.6223948,0.40768209076360845
BI-2536,6.4646053,0.4108263104224193
Cetuximab,0.84492046,0.35884559698365165
Doxorubicin,1.4500767,0.4815332010639506
Etoposide,3.1941688,0.42945034570670154
Bleomycin,4.6151285,0.3853157188606228
Bicalutamide,0.36912552,0.3592266018659547
Bleomycin (50 uM),2.617658,0.6194979014261901
Pemetrexed,2.4158967,0.5737427926854813
AICA Ribonucleotide,1.1420512,0.5308670832847565
