Task,Mean_MSE,Mean_Pearson
Wnt-C59,0.9230774,0.543752735584695
PRIMA-1MET,2.4896638,0.5381055648851089
PRT062607,1.5902071,0.4806452600754025
AZD5438,1.6781558,0.5495428237917265
Obatoclax Mesylate,1.0891566,0.36456529462903214
AZD2014,1.9719871,0.3231191647267278
OF-1,1.1509647,0.47145398034891056
Selumetinib,2.272131,0.63161167519438
WZ4003,1.7229904,0.39897467637799355
Teniposide,2.2807715,0.6595621283757435
Picolinici-acid,0.55608517,0.53711729180437
JAK_8517,2.2517495,0.48526500347655616
Elephantin,1.4477185,0.5906365485289663
Ruxolitinib,0.879354,0.5431655469508533
VE-822,1.980807,0.602893302857139
ERK_6604,1.7073797,0.5482453374949867
IWP-2,0.588603,0.595638284996749
PAK_5339,0.7650633,0.49765335117757736
RVX-208,0.9387698,0.5288674097546376
TAF1_5496,1.8186531,0.50320637500184
Dinaciclib,1.7279447,0.49865936189016297
Nelarabine,0.8468303,0.6336431746905086
IGF1R_3801,2.9401953,0.49879485805555507
GSK343,0.62617713,0.5513202920411112
CDK9_5576,1.6992313,0.5127246472027966
LCL161,1.1355921,0.4099695552623707
I-BET-762,1.8202862,0.5379977437905907
AZD5153,2.824021,0.5366882550760821
CDK9_5038,2.6620033,0.5443552549534129
AZD1208,0.7530837,0.5789876982985553
Dihydrorotenone,2.1351852,0.35865426636189834
ULK1_4989,1.8010987,0.5572664645077644
Sabutoclax,1.1531359,0.6172689744008623
AZ960,2.1736414,0.5496348862693492
IAP_5620,2.1493828,0.4450613856120859
Ibrutinib,2.2929626,0.5253609217269796
AZD5991,3.95458,0.7067319518122291
Eg5_9814,2.0469637,0.5963709693487649
Vincristine,4.1132464,0.6478175414439421
GSK2606414,1.159053,0.5084985084447791
AZD5582,4.3119907,0.44943136867595124
Daporinad,2.5894916,0.6058757630756126
OSI-027,1.4837571,0.7007608625481119
AZD8055,2.1615064,0.29897107858209615
SB216763,1.8319649,0.20905553051525452
Axitinib,1.7250453,0.32279212530155543
RO-3306,1.5907035,0.3136757214809908
Tozasertib,1.8693146,0.6513137164875605
GSK269962A,1.4327995,0.3721946622516123
KU-55933,1.7978178,0.2916405021895788
PF-4708671,1.3131245,0.30581528212427994
AZD6482,3.2967844,0.22408853037868381
ZM447439,1.6881036,0.45419708473963816
JQ1,4.1960053,0.017987826377781912
NU7441,1.3256953,0.3171899058998076
SB505124,1.8244091,-0.03271724795939838
Ribociclib,1.6067171,0.08678931274590962
Doramapimod,1.9287472,0.15896819053637923
BMS-754807,3.5196798,0.500220777029086
BI-2536,6.243254,0.41430182241048286
Cetuximab,0.9577227,0.28599058817107215
Doxorubicin,1.4338788,0.49529344341977194
Etoposide,3.0731509,0.4622499490141383
Bleomycin,4.455716,0.41672771291906363
Bicalutamide,0.39696565,0.3233973363691523
Bleomycin (50 uM),2.6432383,0.6217662750663943
Pemetrexed,2.4377778,0.5738511204675226
AICA Ribonucleotide,1.2593265,0.5059189581989458
