Drug,corr_gene
SB505124,0.05332363539029045
Ribociclib,0.26244673995887036
Doramapimod,0.277425085163602
BMS-754807,0.23520049859595576
BI-2536,0.7196998517873708
Cetuximab,0.28049824400098494
Doxorubicin,0.4608122840586621
Etoposide,0.4319472956367729
Bleomycin,0.34861905062654397
Bicalutamide,0.2511728218132401
Bleomycin (50 uM),0.6083342326018877
Pemetrexed,0.5895781766310026
AICA Ribonucleotide,0.5106477440093798
