Drug,corr_gene
GSK343,0.5529159643179382
CDK9_5576,0.5227593051640772
LCL161,0.4556894225428174
I-BET-762,0.5591326478588321
AZD5153,0.5648445490480156
CDK9_5038,0.5412222349212288
AZD1208,0.6066802005643144
Dihydrorotenone,0.3892885015952531
ULK1_4989,0.561493554530758
Sabutoclax,0.6276054137818987
AZ960,0.5978041435722261
IAP_5620,0.4989420252594299
Ibrutinib,0.543568033327418
AZD5991,0.7342267980049009
Eg5_9814,0.5919893892039851
Vincristine,0.6594776174335706
GSK2606414,0.5708485132651631
AZD5582,0.43559518407116454
Daporinad,0.5976521327820827
OSI-027,0.7100350995610358
AZD8055,0.44571193634398815
SB216763,0.25582584289003474
Axitinib,0.28805783437381743
RO-3306,0.27727606125026466
Tozasertib,0.7100586815965155
GSK269962A,0.45684330405087836
KU-55933,0.3254189654540065
PF-4708671,0.5145877666690799
AZD6482,0.24385547325313248
ZM447439,0.3611737104173554
JQ1,-0.019631766097526964
NU7441,0.2533795555095056
SB505124,0.13907393801108883
Ribociclib,0.0862776706335065
Doramapimod,0.2822776133542366
BMS-754807,0.20006409973143774
BI-2536,0.7178315794178804
Cetuximab,0.2716167237029367
Doxorubicin,0.4543301070761776
Etoposide,0.43021834204285103
Bleomycin,0.356407450149012
Bicalutamide,0.2236527586446965
Bleomycin (50 uM),0.610518804933103
Pemetrexed,0.5848147177564672
AICA Ribonucleotide,0.483051752514918
