Drug,corr_gene
Foretinib,0.5413980580021751
BIBR-1532,0.45875795784534806
MK-8776,0.6550155591675986
Talazoparib,0.5610294681533207
AMG-319,0.6350147502507534
AZ6102,0.4359597681277446
VX-11e,0.5750741883889294
LJI308,0.6176357557223735
AT13148,0.5264206727790631
Rapamycin,0.528206755693053
GSK591,0.42177210129877796
VE821,0.6428105387590157
GNE-317,0.2758083403441225
Crizotinib,0.5606809753132886
Entinostat,0.5342517351044258
Alisertib,0.6229865845822263
Fludarabine,0.6008285668079216
Mitoxantrone,0.6018835880120283
Niraparib,0.6131391591735538
JAK1_8709,0.5316053010757851
Leflunomide,0.5159063601824974
IRAK4_4710,0.3595225865451879
Entospletinib,0.3912576086662105
BMS-345541,0.6075249412270416
Podophyllotoxin bromide,0.6032343239925182
Gallibiscoquinazole,0.5127079293059145
Sinularin,0.4730836430200945
PCI-34051,0.5570793632399524
Carmustine,0.4757398250914538
Topotecan,0.5735030735392039
AGI-6780,0.5042296264520645
VSP34_8731,0.442090936066882
MN-64,0.43854995881218883
ML323,0.5198414840023994
XAV939,0.31460729737362764
PFI3,0.49494917283032763
Zoledronate,0.6019040955764776
CZC24832,0.542621621842423
KRAS (G12C) Inhibitor-12,0.6159960523133032
ERK_2440,0.5221233121962061
Acetalax,0.5802914215195809
LY2109761,0.4781078083082166
AZD1332,0.31641926372958873
Mirin,0.48971432701182893
OTX015,0.5122299330512308
Wnt-C59,0.4942415712983651
PRIMA-1MET,0.5229307310340436
PRT062607,0.4678797237699925
AZD5438,0.5661578813546024
Obatoclax Mesylate,0.3917904813267212
AZD2014,0.26861915957019233
OF-1,0.41703658255730597
Selumetinib,0.6671314732303926
WZ4003,0.36082076469354457
Teniposide,0.6935545650435981
Picolinici-acid,0.4829616559418881
JAK_8517,0.4514702967263243
Elephantin,0.5974799275588456
Ruxolitinib,0.5137715252360607
VE-822,0.5607242749377165
ERK_6604,0.5675899757901525
IWP-2,0.5789999509470911
PAK_5339,0.5506450077716578
RVX-208,0.4779788790310415
TAF1_5496,0.4841032482786509
Dinaciclib,0.48792064926362094
Nelarabine,0.607416999914611
IGF1R_3801,0.47325531137745097
GSK343,0.5359156710689923
CDK9_5576,0.5244248618157479
LCL161,0.3983613326669737
I-BET-762,0.5487797127124544
AZD5153,0.55943571730754
CDK9_5038,0.5460272485999964
AZD1208,0.5519689659798347
Dihydrorotenone,0.3975827500949337
ULK1_4989,0.550868299932315
Sabutoclax,0.6196899250562871
AZ960,0.5955958380510002
IAP_5620,0.47868115484564117
Ibrutinib,0.5349374271948291
AZD5991,0.7328898341040558
Eg5_9814,0.5807815104187779
Vincristine,0.6527662733027136
GSK2606414,0.552045838902033
AZD5582,0.4333136460791477
Daporinad,0.5913730400274957
OSI-027,0.6462519673826332
AZD8055,0.42841776754427824
SB216763,0.3130873894139182
Axitinib,0.37464349270285
RO-3306,0.45007110710963966
Tozasertib,0.7767892333140279
GSK269962A,0.5616563935756569
KU-55933,0.5514557618892041
PF-4708671,0.33671778906716665
AZD6482,0.048213420011440244
ZM447439,0.5639223217373173
JQ1,0.08172375544955325
NU7441,0.38587377183189264
SB505124,0.1405882929789036
Ribociclib,0.33411909885175944
Doramapimod,0.2624771095989038
BMS-754807,0.19566233249760415
BI-2536,0.7383101754494006
Cetuximab,0.17123485465070232
Doxorubicin,0.44873799407071613
Etoposide,0.44255337233395
Bleomycin,0.3537498358894081
Bicalutamide,0.2241931834399234
Bleomycin (50 uM),0.6107977380501571
Pemetrexed,0.5919444886790055
AICA Ribonucleotide,0.4582314652871773
