Drug,corr_gene
ML323,0.5578323865874576
XAV939,0.34308498007682653
PFI3,0.5472123004524875
Zoledronate,0.605160495574893
CZC24832,0.5786855377418831
KRAS (G12C) Inhibitor-12,0.6383543092356762
ERK_2440,0.5252482152979239
Acetalax,0.5809132245198189
LY2109761,0.5469698473502056
AZD1332,0.3068603032487435
Mirin,0.5422620935417573
OTX015,0.518443870882421
Wnt-C59,0.5595149769346042
PRIMA-1MET,0.5504740860427246
PRT062607,0.4567841408345727
AZD5438,0.5582829559078424
Obatoclax Mesylate,0.4159603750468183
AZD2014,0.2706569178404402
OF-1,0.47022731436042325
Selumetinib,0.6790775737515009
WZ4003,0.37046223148249346
Teniposide,0.6844882716993725
Picolinici-acid,0.5125186990139227
JAK_8517,0.47516808732040783
Elephantin,0.6109954870336762
Ruxolitinib,0.520494034489666
VE-822,0.5661583286796477
ERK_6604,0.5678581493971717
IWP-2,0.5686156584556838
PAK_5339,0.5245213132125934
RVX-208,0.5252598027241248
TAF1_5496,0.5168957856712172
Dinaciclib,0.46850487317557094
Nelarabine,0.6363277436583322
IGF1R_3801,0.4942904131718936
GSK343,0.5442143814049096
CDK9_5576,0.5154203624223304
LCL161,0.42797416421932716
I-BET-762,0.5504112195348225
AZD5153,0.5577941038844103
CDK9_5038,0.5204449301865163
AZD1208,0.6044698595404536
Dihydrorotenone,0.40942453837648984
ULK1_4989,0.5744161729510461
Sabutoclax,0.6237237034687166
AZ960,0.5860187003262842
IAP_5620,0.47994019305771696
Ibrutinib,0.532937063923533
AZD5991,0.7503118184423261
Eg5_9814,0.5943876377406686
Vincristine,0.6526662299604963
GSK2606414,0.5563886357213317
AZD5582,0.4297382245879259
Daporinad,0.6022288855570452
OSI-027,0.657858592062947
AZD8055,0.31627317484372475
SB216763,0.2861395735458162
Axitinib,0.5021948646483643
RO-3306,0.5974694355064326
Tozasertib,0.7688532251270412
GSK269962A,0.46983343859594395
KU-55933,0.5537231428642858
PF-4708671,0.3704681556052981
AZD6482,0.26333587700640054
ZM447439,0.4691769744361717
JQ1,0.0991954970768422
NU7441,0.6842435701335329
SB505124,0.023600387061146796
Ribociclib,0.1511756171631507
Doramapimod,0.3184367667744358
BMS-754807,0.2623489822048904
BI-2536,0.6891337919731629
Cetuximab,0.2360583467694214
Doxorubicin,0.4545542018217813
Etoposide,0.4538097196182003
Bleomycin,0.3701325655873683
Bicalutamide,0.2616921251989821
Bleomycin (50 uM),0.5896717112069274
Pemetrexed,0.5878925301513485
AICA Ribonucleotide,0.48647864355296916
