Drug,corr_gene
KRAS (G12C) Inhibitor-12,0.6392162997681783
ERK_2440,0.5376308963624489
Acetalax,0.5964252851205465
LY2109761,0.5337799343073361
AZD1332,0.30623924611813935
Mirin,0.554190327452954
OTX015,0.5131174008064848
Wnt-C59,0.5587023840516983
PRIMA-1MET,0.5284346071255203
PRT062607,0.4577930710280807
AZD5438,0.5570173215173384
Obatoclax Mesylate,0.4261550369290811
AZD2014,0.2650518158529793
OF-1,0.48044030145943395
Selumetinib,0.687316997512919
WZ4003,0.3897705927572803
Teniposide,0.7009990956430725
Picolinici-acid,0.5350221185188753
JAK_8517,0.46723668363576454
Elephantin,0.611434054901387
Ruxolitinib,0.5359523829803627
VE-822,0.5798080005898283
ERK_6604,0.5670795635371394
IWP-2,0.5931137048873492
PAK_5339,0.5659174178942821
RVX-208,0.5292855324381561
TAF1_5496,0.5257319206736798
Dinaciclib,0.4977842743784672
Nelarabine,0.6580254525543427
IGF1R_3801,0.4857734389580165
GSK343,0.578790652241778
CDK9_5576,0.5056382184313968
LCL161,0.4138968849567352
I-BET-762,0.5762704975662468
AZD5153,0.5656561375222922
CDK9_5038,0.5365253237414236
AZD1208,0.6152830480975087
Dihydrorotenone,0.4168815046191706
ULK1_4989,0.5659490200752599
Sabutoclax,0.6371689284281457
AZ960,0.5866250285576877
IAP_5620,0.49119857494652563
Ibrutinib,0.5432191264715373
AZD5991,0.7393931767574686
Eg5_9814,0.5827603041468241
Vincristine,0.6489078105868946
GSK2606414,0.5599380788002064
AZD5582,0.4125116798968236
Daporinad,0.5873150446415237
OSI-027,0.6862355314598967
AZD8055,0.4482640465462371
SB216763,0.3211713388689687
Axitinib,0.3392042449967895
RO-3306,0.5427815835493689
Tozasertib,0.7795845901375195
GSK269962A,0.4345959597948448
KU-55933,0.42335033962713686
PF-4708671,0.402806225655981
AZD6482,0.056298927096011364
ZM447439,0.5186898578896103
JQ1,0.12103778743823274
NU7441,0.42330730855758725
SB505124,0.006966725591682821
Ribociclib,0.13111290711863713
Doramapimod,0.2551124247246708
BMS-754807,0.30180561106828474
BI-2536,0.7003725061023132
Cetuximab,0.2304580570651272
Doxorubicin,0.46466725129735575
Etoposide,0.4595229916546122
Bleomycin,0.3638081751744956
Bicalutamide,0.2963345988909585
Bleomycin (50 uM),0.6212316544203507
Pemetrexed,0.5773484596356513
AICA Ribonucleotide,0.4910069572783523
