Drug,corr_gene
GDC0810,0.501083534073028
WEHI-539,0.5517644394204155
BDP-00009066,0.5049395563006754
Epirubicin,0.6281209652772314
GSK2578215A,0.5262207465861148
I-BRD9,0.5964568455349735
P22077,0.5580136468456411
AZD6738,0.5747191074529117
AZD5363,0.4996707228974142
BMS-536924,0.4355366980254507
ABT737,0.6745298397236428
WIKI4,0.2830389954772784
Afuresertib,0.4929633537688659
Savolitinib,0.42549509655147216
Navitoclax,0.6171628030018425
Cyclophosphamide,0.578794604010115
MIRA-1,0.6714124494391644
Pyridostatin,0.4974669782305174
Temozolomide,0.6864550533391199
Vinorelbine,0.6553890455829581
Vinblastine,0.6359361819171158
Pevonedistat,0.6001519744355877
Foretinib,0.565854712336716
BIBR-1532,0.5175886215948339
MK-8776,0.6527284697947751
Talazoparib,0.5728236006483386
AMG-319,0.6665293438890125
AZ6102,0.4816291724714884
VX-11e,0.5614683326982972
LJI308,0.6506001525131546
AT13148,0.5356570300737962
Rapamycin,0.5158213080743076
GSK591,0.5267361614204149
VE821,0.6692071484232358
GNE-317,0.2160235171309116
Crizotinib,0.5666598637669339
Entinostat,0.5502290587171828
Alisertib,0.6267177091748999
Fludarabine,0.6207529288069779
Mitoxantrone,0.5889252987037662
Niraparib,0.6412382443863907
JAK1_8709,0.5586444222456075
Leflunomide,0.6009715518485144
IRAK4_4710,0.3977241295034182
Entospletinib,0.42518023209572964
BMS-345541,0.6510888098356925
Podophyllotoxin bromide,0.6062218883115249
Gallibiscoquinazole,0.529403279203846
Sinularin,0.516726782749765
PCI-34051,0.5897825172337012
Carmustine,0.5873665430159751
Topotecan,0.5727744340657568
AGI-6780,0.5673903689645647
VSP34_8731,0.49234425880988614
MN-64,0.5250591172633565
ML323,0.583018558550336
XAV939,0.39847061964062547
PFI3,0.5733503101433179
Zoledronate,0.6594705824486019
CZC24832,0.5970067469530238
KRAS (G12C) Inhibitor-12,0.6541620490930633
ERK_2440,0.5443294348358777
Acetalax,0.6005779221130884
LY2109761,0.5536240015925786
AZD1332,0.30600089981432477
Mirin,0.5628026531911899
OTX015,0.5031503280281493
Wnt-C59,0.5867857895160031
PRIMA-1MET,0.5367298348209038
PRT062607,0.44778124665672003
AZD5438,0.5664832288536302
Obatoclax Mesylate,0.4196134132743613
AZD2014,0.28468367622381885
OF-1,0.48792925731618725
Selumetinib,0.7013740373416733
WZ4003,0.4028796107317383
Teniposide,0.6839840905469059
Picolinici-acid,0.5884843684146068
JAK_8517,0.48277884786041736
Elephantin,0.6114126580351399
Ruxolitinib,0.5865603020009704
VE-822,0.5874080110210558
ERK_6604,0.6039230010628269
IWP-2,0.5967301110698422
PAK_5339,0.5486823026535077
RVX-208,0.5294776546947737
TAF1_5496,0.5463248969986029
Dinaciclib,0.4982946953500153
Nelarabine,0.6964022429026806
IGF1R_3801,0.4955870464694536
GSK343,0.577065550098693
CDK9_5576,0.517305527021919
LCL161,0.46928650385157267
I-BET-762,0.5742740381545164
AZD5153,0.5622637813598527
CDK9_5038,0.5279513901098773
AZD1208,0.6396038417426116
Dihydrorotenone,0.4075950393935112
ULK1_4989,0.5512263007793118
Sabutoclax,0.6336936172321084
AZ960,0.5794969741703389
IAP_5620,0.47659352794827603
Ibrutinib,0.5394051912808169
AZD5991,0.7383361200917793
Eg5_9814,0.5864251068080564
Vincristine,0.6421796210597135
GSK2606414,0.5784585387640883
AZD5582,0.40928448556933705
Daporinad,0.5908476065437247
OSI-027,0.6930410819683679
AZD8055,0.33385678681693487
SB216763,0.20860266358633878
Axitinib,0.2588022512760576
RO-3306,0.6340863345943274
Tozasertib,0.6642027788260647
GSK269962A,0.5617314121388306
KU-55933,0.4713034835111152
PF-4708671,0.5278879732208646
AZD6482,0.19203140350815434
ZM447439,0.5590845511197194
JQ1,0.027319483594912236
NU7441,0.44586421848789726
SB505124,-0.13239426857481204
Ribociclib,0.020482415248880073
Doramapimod,0.2393455452258131
BMS-754807,0.2946271938581225
BI-2536,0.6850474581816917
Cetuximab,0.33621451165877403
Doxorubicin,0.45414075790503905
Etoposide,0.434905229570028
Bleomycin,0.3179776118301185
Bicalutamide,0.36503618832610696
Bleomycin (50 uM),0.6146558408350565
Pemetrexed,0.5701132593147665
AICA Ribonucleotide,0.5289529784159728
