Task,Mean_MSE,Mean_Pearson
Leflunomide,0.57325864,0.5843509688185567
IRAK4_4710,0.89055985,0.4154499218803531
Entospletinib,1.3108491,0.41336810618366543
BMS-345541,1.0665096,0.6213994835406879
Podophyllotoxin bromide,1.644124,0.592944714248779
Gallibiscoquinazole,0.6203775,0.5220885139450652
Sinularin,0.8289458,0.48454139047838635
PCI-34051,1.1049242,0.607207554179413
Carmustine,0.78809375,0.5466749923328903
Topotecan,2.6843567,0.560725563896915
AGI-6780,0.8267491,0.5743128072974647
VSP34_8731,0.9836419,0.4567785907373923
MN-64,0.9490593,0.4547120709994461
ML323,0.8156653,0.5483296777887597
XAV939,0.8304703,0.36682047913183563
PFI3,0.6206574,0.5534936419062465
Zoledronate,0.6072929,0.6311423679830087
CZC24832,0.7391856,0.5668468634692666
KRAS (G12C) Inhibitor-12,1.6201687,0.5921297035885924
ERK_2440,1.878528,0.5101445876288987
Acetalax,3.040645,0.6139552975375834
LY2109761,0.7609194,0.5111671223977565
AZD1332,2.1709774,0.34527804590082106
Mirin,1.0941774,0.5607627790148904
OTX015,2.7231023,0.47459757604641095
Wnt-C59,0.91662806,0.5436657565309323
PRIMA-1MET,2.4403582,0.5476250034918303
PRT062607,1.5690122,0.4854232068608506
AZD5438,1.6488909,0.5613364099258161
Obatoclax Mesylate,1.043248,0.39660678365464347
AZD2014,1.9426721,0.3373569710488062
OF-1,1.189871,0.45070170298853457
Selumetinib,2.1943119,0.6443002943907112
WZ4003,1.6874539,0.4094161349817891
Teniposide,2.2709384,0.6609656043487808
Picolinici-acid,0.5248301,0.5551744303227305
JAK_8517,2.2085247,0.4956104155309313
Elephantin,1.4370078,0.5956603747781871
Ruxolitinib,0.8435867,0.5583824473065423
VE-822,1.9447937,0.6097377665423666
ERK_6604,1.6775974,0.5546367994790068
IWP-2,0.5946972,0.5907076313717889
PAK_5339,0.72812366,0.5203104445910424
RVX-208,0.92530495,0.5209470341455932
TAF1_5496,1.8510818,0.4943138122390141
Dinaciclib,1.7346269,0.4935245873299608
Nelarabine,0.82810855,0.6406016815009555
IGF1R_3801,2.92121,0.4993266685956083
GSK343,0.6361647,0.5419696549424166
CDK9_5576,1.666152,0.5226848384013515
LCL161,1.0927149,0.43271992559641936
I-BET-762,1.8322102,0.5305087984893039
AZD5153,2.709226,0.5581945331027814
CDK9_5038,2.6381862,0.5494031592838577
AZD1208,0.7344323,0.5848035773867809
Dihydrorotenone,2.17785,0.34628955972508485
ULK1_4989,1.8162209,0.5529306178316465
Sabutoclax,1.1564283,0.6133003726359129
AZ960,2.1341803,0.5593797052646101
IAP_5620,2.1041348,0.456790477653468
Ibrutinib,2.2788255,0.5260080414844607
AZD5991,3.874586,0.7136703040096739
Eg5_9814,2.0423777,0.5952077981122037
Vincristine,4.0998116,0.6483630970706847
GSK2606414,1.1384773,0.5170168633597516
AZD5582,4.2400503,0.46443049665614283
Daporinad,2.5272727,0.6169355130117652
OSI-027,1.4642452,0.7020330629364925
AZD8055,1.9918227,0.3421547189858191
SB216763,1.7611946,0.24706019119429398
Axitinib,1.7226521,0.26051235940946266
RO-3306,1.6368996,0.20327563059055684
Tozasertib,1.7981969,0.6266655796043413
GSK269962A,1.3561215,0.3833698438140966
KU-55933,1.5509275,0.30598806130194267
PF-4708671,1.0909425,0.4031587426998013
AZD6482,2.9932678,0.28492695540396457
ZM447439,1.6942902,0.3731045996932156
JQ1,4.2448173,0.00030727216226258844
NU7441,1.3055382,0.3070287940553947
SB505124,1.7149954,0.023534166249134136
Ribociclib,1.3091862,0.2304645343525665
Doramapimod,1.962843,0.058788061990822336
BMS-754807,3.7726433,0.36914078237901743
BI-2536,6.1720223,0.4160917876857435
Cetuximab,0.94130486,0.2931275897402677
Doxorubicin,1.4402882,0.49575289821141827
Etoposide,3.1168442,0.4519188949580177
Bleomycin,4.4702306,0.410225952641143
Bicalutamide,0.3935424,0.3157836775033464
Bleomycin (50 uM),2.6547625,0.6221873812940368
Pemetrexed,2.4174426,0.5781135050353253
AICA Ribonucleotide,1.234859,0.5074147375295274
