Task,Mean_MSE,Mean_Pearson
JAK_8517,2.2071514,0.49764042051211127
Elephantin,1.4263774,0.5950040130867248
Ruxolitinib,0.828923,0.565501447258998
VE-822,1.9454077,0.6097587516891636
ERK_6604,1.6502466,0.5599764910630203
IWP-2,0.5865347,0.6022584592834114
PAK_5339,0.7487257,0.5060563064176917
RVX-208,0.893462,0.5418430040194793
TAF1_5496,1.7981263,0.5077096430642941
Dinaciclib,1.7398362,0.5011248379325051
Nelarabine,0.7796895,0.6534424910120137
IGF1R_3801,2.9090662,0.5021041152952476
GSK343,0.62738883,0.5545132075191627
CDK9_5576,1.6737186,0.5255882323476803
LCL161,1.07086,0.4339795937815814
I-BET-762,1.8037057,0.5370978873188569
AZD5153,2.8052273,0.5368598863530188
CDK9_5038,2.6807156,0.5447554557793429
AZD1208,0.68607694,0.6081735029257919
Dihydrorotenone,2.1190653,0.36306467419224103
ULK1_4989,1.818984,0.5529661768461679
Sabutoclax,1.1432265,0.6242942013936817
AZ960,2.1509743,0.5569398089900438
IAP_5620,2.1456542,0.4373463155741602
Ibrutinib,2.3022707,0.5219364471466609
AZD5991,3.9409437,0.7071659594630256
Eg5_9814,2.032163,0.6008390082287074
Vincristine,4.1949086,0.6441028015513246
GSK2606414,1.152223,0.5132951001010907
AZD5582,4.365184,0.4393418128610875
Daporinad,2.461223,0.6259484185549969
OSI-027,1.430292,0.708046713161429
AZD8055,2.2795415,0.22851496945988936
SB216763,1.7172303,0.20565475148828327
Axitinib,1.6685686,0.3238989361877991
RO-3306,1.4939927,0.326964990025905
Tozasertib,1.8254848,0.6122990124467284
GSK269962A,1.3160075,0.4199174893233802
KU-55933,1.4510475,0.3503622522429875
PF-4708671,1.1478093,0.3744434199575921
AZD6482,3.0760663,0.24914623971863362
ZM447439,1.5523299,0.47567792503461764
JQ1,4.3758206,-0.08539975908508557
NU7441,1.2768165,0.30820783072831687
SB505124,1.7920866,-0.018684755365757835
Ribociclib,1.437068,0.12591236128022598
Doramapimod,1.6940848,0.15014362765758418
BMS-754807,3.5306718,0.48563940736684774
BI-2536,6.329405,0.3933096108772449
Cetuximab,0.8347823,0.37281286703110056
Doxorubicin,1.4460392,0.49233546879566115
Etoposide,3.1627522,0.43654694225717083
Bleomycin,4.4976926,0.40352364085691206
Bicalutamide,0.36712503,0.35325292563509497
Bleomycin (50 uM),2.6134949,0.6261988032067464
Pemetrexed,2.4236846,0.5797018902583552
AICA Ribonucleotide,1.1436492,0.5332878286320555
