Task,Mean_MSE,Mean_Pearson
AGI-5198,0.62353045,0.5264221891452497
Ipatasertib,1.7310969,0.4653282058994015
Erlotinib,1.1637286,0.48478019301805464
Sepantronium bromide,2.1690028,0.40486007819577763
Cediranib,1.2271872,0.35522698522121626
Buparlisib,0.60751104,0.5021703477763633
YK-4-279,1.8293606,0.6265301128804036
AZD8186,1.5466123,0.3586591593190882
UMI-77,1.5209352,0.4060506894181947
Cytarabine,2.825958,0.6764978921910553
BPD-00008900,1.0267829,0.5107940229401311
MIM1,1.0235927,0.5322890279276814
Dactolisib,1.8692818,0.41340944653561623
NVP-ADW742,1.6805454,0.5028653695837454
Gefitinib,1.1792899,0.4954418628863488
Telomerase Inhibitor IX,1.1768869,0.5557108906412622
GDC0810,0.7363646,0.504090987639768
WEHI-539,2.511371,0.5192865876535605
BDP-00009066,1.1533729,0.46179988215961315
Epirubicin,1.6646827,0.6128844057851957
GSK2578215A,0.72622514,0.5323808646104387
I-BRD9,1.0512437,0.6362709895102765
P22077,1.5011219,0.555409247394017
AZD6738,1.5234588,0.558788170681349
AZD5363,1.5501962,0.5066216976324848
BMS-536924,1.5834713,0.3773959863325433
ABT737,2.301143,0.6714679969926811
WIKI4,0.828633,0.2734910088295848
Afuresertib,1.7160879,0.5009044705263589
Savolitinib,1.2086627,0.442252174719219
Navitoclax,2.852026,0.5908896887170854
Cyclophosphamide,0.5951138,0.5651818258349078
MIRA-1,0.80014896,0.6818639680156263
Pyridostatin,1.1807221,0.5397909544355227
Temozolomide,0.8429668,0.6634035274444182
Vinorelbine,2.7654655,0.6502601822385399
Vinblastine,2.9086335,0.6394465312960215
Pevonedistat,2.9381177,0.5944903004649651
Foretinib,1.3838501,0.5387735546744268
BIBR-1532,0.8094261,0.5400839749569637
MK-8776,1.6479231,0.6363301658131167
Talazoparib,3.0552082,0.5856156766634121
AMG-319,0.82017034,0.6385280122986806
AZ6102,1.0406686,0.4335725386126925
VX-11e,1.4430714,0.5552541058739976
LJI308,0.7413037,0.5732840695180169
AT13148,1.9711953,0.521908799132114
Rapamycin,1.6616014,0.5371494545207317
GSK591,1.0013582,0.5082734510309325
VE821,1.5335993,0.640076221558321
GNE-317,1.659275,0.3052474496043024
Crizotinib,1.7327819,0.5571468863118519
Entinostat,1.6180996,0.6008578461913391
Alisertib,3.1898117,0.6374719022152262
Fludarabine,2.4562352,0.5863295579609927
Mitoxantrone,3.1531346,0.6226794855361978
Niraparib,1.2541896,0.6805620897490741
JAK1_8709,1.0997094,0.5618475016730179
Leflunomide,0.52894574,0.6029627572405862
IRAK4_4710,0.8463356,0.44178721204816096
Entospletinib,1.2809418,0.4264321625484168
BMS-345541,1.0484335,0.6206177943306396
Podophyllotoxin bromide,1.607132,0.6051655003475553
Gallibiscoquinazole,0.6234331,0.515095829796503
Sinularin,0.79208356,0.4910078349477566
PCI-34051,1.0597456,0.6169901553193696
Carmustine,0.6989622,0.581997140413804
Topotecan,2.67602,0.5511049034291596
AGI-6780,0.8291802,0.5695019391215201
VSP34_8731,0.96677977,0.46912148083209937
MN-64,0.89018494,0.4777156465465892
ML323,0.78117913,0.5552393071255203
XAV939,0.81843233,0.3619307759800651
PFI3,0.5647634,0.5713677544447163
Zoledronate,0.56330585,0.6411262158358846
CZC24832,0.7013833,0.5682057409123492
KRAS (G12C) Inhibitor-12,1.6083766,0.6015137394545023
ERK_2440,1.8482558,0.5180758955069473
Acetalax,2.9812384,0.6202194769717364
LY2109761,0.7225199,0.5255410299162191
AZD1332,2.1531134,0.33413156123520626
Mirin,1.0389867,0.5740161524738391
OTX015,2.7368782,0.46688899488491636
Wnt-C59,0.8789212,0.5570145375260339
PRIMA-1MET,2.3662026,0.5480124564559056
PRT062607,1.5430912,0.48708204246044984
AZD5438,1.6160494,0.5649428221840774
Obatoclax Mesylate,1.0434706,0.3853619652765606
AZD2014,1.9175335,0.3417561022598837
OF-1,1.1407828,0.46265339534527566
Selumetinib,2.203202,0.642965169740262
WZ4003,1.6161337,0.4328659978844416
Teniposide,2.3367178,0.6487079265207781
Picolinici-acid,0.49049592,0.5748901821886567
JAK_8517,2.220548,0.49626298350298587
Elephantin,1.4115947,0.5895428123167107
Ruxolitinib,0.8208638,0.5658444211756463
VE-822,1.9549886,0.6047117843814301
ERK_6604,1.6661378,0.5640206127995034
IWP-2,0.57878226,0.5981670986767398
PAK_5339,0.7506492,0.5028892601496405
RVX-208,0.86439514,0.5481020812454759
TAF1_5496,1.8006014,0.5061672897581402
Dinaciclib,1.7200047,0.5018225087714222
Nelarabine,0.749399,0.6602473192253357
IGF1R_3801,2.9131896,0.49902368697272675
GSK343,0.5973573,0.5586330031914418
CDK9_5576,1.6703415,0.5272320403868198
LCL161,1.0409213,0.4487216627580371
I-BET-762,1.7780337,0.5422499775644806
AZD5153,2.799675,0.5368887826539764
CDK9_5038,2.6659062,0.5393646691035315
AZD1208,0.6791048,0.603541326569392
Dihydrorotenone,2.127085,0.355999626377078
ULK1_4989,1.814784,0.552357791019818
Sabutoclax,1.1448339,0.6170356215644432
AZ960,2.1702116,0.5554510084056373
IAP_5620,2.1365469,0.4341866214521608
Ibrutinib,2.2853415,0.5176578810086916
AZD5991,4.0288315,0.6983627727634619
Eg5_9814,2.059681,0.5958518047670981
Vincristine,4.1227946,0.6433682050642308
GSK2606414,1.1194212,0.5213214717339254
AZD5582,4.3514733,0.43344797584651645
Daporinad,2.4960184,0.6227458312345581
OSI-027,1.4675845,0.6988036097606836
AZD8055,2.1995745,0.26949073086665615
SB216763,1.6541353,0.21979886745007535
Axitinib,1.6992198,0.29641853487138775
RO-3306,1.4117917,0.3849681613083185
Tozasertib,1.8804284,0.598376766344396
GSK269962A,1.3379965,0.435288235074744
KU-55933,1.4734167,0.3597595400049423
PF-4708671,1.0661476,0.4413231504015361
AZD6482,3.1307218,0.2440594337622374
ZM447439,1.6336541,0.45561687058624223
JQ1,4.4173355,-0.0940496111229132
NU7441,1.2907686,0.31533971333447086
SB505124,1.732804,0.02801506923155021
Ribociclib,1.3679925,0.13212475246674632
Doramapimod,1.6577059,0.11307006597177734
BMS-754807,3.6760998,0.3824648285024359
BI-2536,6.377213,0.40728194743120794
Cetuximab,0.84145874,0.3623960980188284
Doxorubicin,1.4487492,0.485527570494855
Etoposide,3.162042,0.4379145615238211
Bleomycin,4.6241755,0.38480629092216373
Bicalutamide,0.3712531,0.35917892486568287
Bleomycin (50 uM),2.5922074,0.6249509339380414
Pemetrexed,2.4066455,0.5775388133955338
AICA Ribonucleotide,1.1522264,0.5254442034730192
