Task,Mean_MSE,Mean_Pearson
AGI-5198,0.6777024,0.5021771099485277
Ipatasertib,1.6877943,0.4942828872624085
Erlotinib,1.1850065,0.4783858407973076
Sepantronium bromide,2.1105285,0.4316226771690977
Cediranib,1.1795918,0.3972441893118295
Buparlisib,0.6156344,0.4889325043360155
YK-4-279,1.7714739,0.6375010465824632
AZD8186,1.6261832,0.33784680536939365
UMI-77,1.5010887,0.41533956445796943
Cytarabine,2.8448772,0.6806451998325406
BPD-00008900,1.083047,0.49515190827525246
MIM1,1.0444279,0.524997018758598
Dactolisib,1.8179492,0.4380009284248994
NVP-ADW742,1.6976337,0.505320957203428
Gefitinib,1.1767654,0.5118161828769535
Telomerase Inhibitor IX,1.1480927,0.5734297935478128
GDC0810,0.7449791,0.5057717769556379
WEHI-539,2.4351397,0.5372032271209181
BDP-00009066,1.1803665,0.4597247334561993
Epirubicin,1.622311,0.6320166860035261
GSK2578215A,0.77478623,0.5219465393573838
I-BRD9,1.0758909,0.6389141434590462
P22077,1.5620083,0.5466945118290484
AZD6738,1.4703841,0.5769590582333938
AZD5363,1.5365108,0.5197329487302919
BMS-536924,1.6169262,0.3805143788094874
ABT737,2.2056386,0.6863539789076079
WIKI4,0.83276844,0.27645728768909444
Afuresertib,1.6899589,0.5145777844219137
Savolitinib,1.2446975,0.43276561799364943
Navitoclax,2.862417,0.5900925586839557
Cyclophosphamide,0.6323504,0.5530783391093858
MIRA-1,0.8659509,0.6685167213837971
Pyridostatin,1.1898447,0.5328250577664573
Temozolomide,0.8947837,0.6508369586601117
Vinorelbine,2.7169788,0.6592578429359673
Vinblastine,2.8886912,0.6456483757349206
Pevonedistat,2.9026682,0.607878434424641
Foretinib,1.3905482,0.5372591632235723
BIBR-1532,0.8615043,0.5154093406148722
MK-8776,1.6197672,0.6430753027007351
Talazoparib,3.037976,0.592785687989444
AMG-319,0.8665597,0.626076451111521
AZ6102,1.0891597,0.41331886818629643
VX-11e,1.4473267,0.5643502648405745
LJI308,0.7977731,0.5633959953266242
AT13148,1.9961895,0.5340500447483008
Rapamycin,1.680281,0.535056572190019
GSK591,1.1118478,0.4563876062247443
VE821,1.5924939,0.6269477611136985
GNE-317,1.62771,0.3185341550003291
Crizotinib,1.713737,0.5561472175161545
Entinostat,1.6591161,0.5955464965422615
Alisertib,3.178547,0.6356434947536885
Fludarabine,2.5258503,0.577156191130184
Mitoxantrone,3.1065671,0.6323949631840549
Niraparib,1.3239498,0.6679131286243694
JAK1_8709,1.1026562,0.569809255073746
Leflunomide,0.5814424,0.5782450634625946
IRAK4_4710,0.8937929,0.4143059121741677
Entospletinib,1.3149482,0.41021817866268023
BMS-345541,1.0751983,0.6181551946840828
Podophyllotoxin bromide,1.6389467,0.5944028840029242
Gallibiscoquinazole,0.62249285,0.5223416773649711
Sinularin,0.8296229,0.48528253117886716
PCI-34051,1.1114806,0.6047650514307575
Carmustine,0.7958247,0.5446351183817083
Topotecan,2.684644,0.560755299587206
AGI-6780,0.8343418,0.5703200947395081
VSP34_8731,0.98964405,0.45305642891726317
MN-64,0.9538074,0.4532414119512504
ML323,0.81023854,0.5531387060104723
XAV939,0.8427933,0.35976161358819203
PFI3,0.6327514,0.5466884788326427
Zoledronate,0.6100439,0.6291970474506017
CZC24832,0.7566853,0.5576858194176189
KRAS (G12C) Inhibitor-12,1.6370579,0.5888872481242338
ERK_2440,1.8932076,0.5072334688380846
Acetalax,3.038932,0.6137876271159193
LY2109761,0.7705641,0.5041057387721017
AZD1332,2.1625082,0.3486821177233761
Mirin,1.098296,0.5618076535300547
OTX015,2.7250588,0.47429601821401945
Wnt-C59,0.9160514,0.544328964066087
PRIMA-1MET,2.4506896,0.5456814315804878
PRT062607,1.5649781,0.48713495003622853
AZD5438,1.653583,0.5599361648229938
Obatoclax Mesylate,1.0409245,0.3968459593268479
AZD2014,1.950903,0.3317716616297763
OF-1,1.1933074,0.4494405934677956
Selumetinib,2.1946974,0.6443276339689872
WZ4003,1.7023503,0.4037511809101006
Teniposide,2.2588332,0.6626086528399484
Picolinici-acid,0.532335,0.551699725527669
JAK_8517,2.2025633,0.49745439030269845
Elephantin,1.4292774,0.599145943303596
Ruxolitinib,0.84435964,0.5587794548344746
VE-822,1.9554745,0.6076416883113424
ERK_6604,1.682087,0.5552599097354184
IWP-2,0.5950357,0.591778150583258
PAK_5339,0.7323343,0.5178997351273228
RVX-208,0.9271185,0.5212604878866952
TAF1_5496,1.8525144,0.4948488540355956
Dinaciclib,1.714918,0.4999876855024185
Nelarabine,0.8384576,0.6368335401805439
IGF1R_3801,2.917989,0.4997032155671741
GSK343,0.6388514,0.5367128556570351
CDK9_5576,1.683694,0.5164168211129748
LCL161,1.0981582,0.4324713323069023
I-BET-762,1.8365873,0.5304296124802498
AZD5153,2.716645,0.5572527921015584
CDK9_5038,2.650869,0.5466546146991932
AZD1208,0.7367721,0.5844028588214606
Dihydrorotenone,2.1646843,0.34949498049624533
ULK1_4989,1.8082966,0.5556427590321092
Sabutoclax,1.1520462,0.6148807501061081
AZ960,2.1292493,0.5609823005514526
IAP_5620,2.11542,0.4534245243848698
Ibrutinib,2.2716277,0.5285425496201972
AZD5991,3.8676012,0.7138260464222559
Eg5_9814,2.04368,0.5947188166223437
Vincristine,4.0744596,0.6503118599811807
GSK2606414,1.148579,0.5143367492603563
AZD5582,4.2604656,0.4606827591715006
Daporinad,2.5146415,0.6194647267781968
OSI-027,1.474742,0.7004677184084681
AZD8055,1.9945644,0.3376741979147409
SB216763,1.6811904,0.2564111539972109
Axitinib,1.6034492,0.3340792213881401
RO-3306,1.5611877,0.2380133283703342
Tozasertib,1.7921872,0.6299493637779023
GSK269962A,1.348971,0.4204475313901878
KU-55933,1.3554548,0.41005056823647273
PF-4708671,1.0569978,0.41952027446809703
AZD6482,3.079975,0.21255998212466268
ZM447439,1.5579115,0.48936123318263575
JQ1,4.2432933,-0.025467251089196372
NU7441,1.2360796,0.35535739153717555
SB505124,1.7346905,0.011187641004751503
Ribociclib,1.1658465,0.3577001151073221
Doramapimod,1.8486528,0.05872670342405009
BMS-754807,3.703757,0.3864817911045422
BI-2536,6.1337495,0.41277033472746655
Cetuximab,0.93936586,0.297549206423568
Doxorubicin,1.4330082,0.49831716981338464
Etoposide,3.123895,0.44942555472089335
Bleomycin,4.4742274,0.40942568817151165
Bicalutamide,0.39051136,0.31785966341867483
Bleomycin (50 uM),2.6526358,0.6220108261720273
Pemetrexed,2.4152753,0.5787780087899875
AICA Ribonucleotide,1.2090296,0.5200924199129381
