Drug,corr_gene
KRAS (G12C) Inhibitor-12,0.6504760709772395
ERK_2440,0.5529410724655023
Acetalax,0.6009736266328563
LY2109761,0.5548073952055254
AZD1332,0.305893090094425
Mirin,0.5653186504577223
OTX015,0.4942698871883623
Wnt-C59,0.5824495917005492
PRIMA-1MET,0.5392634216458794
PRT062607,0.44376598588859223
AZD5438,0.5647630560154189
Obatoclax Mesylate,0.4241846232998805
AZD2014,0.2879641307276929
OF-1,0.47830124778670086
Selumetinib,0.6992505062872949
WZ4003,0.405149247554183
Teniposide,0.6869262051266525
Picolinici-acid,0.5846125917975453
JAK_8517,0.4815969834252317
Elephantin,0.613276158887896
Ruxolitinib,0.5916921844055496
VE-822,0.5860418365414739
ERK_6604,0.6005843240209714
IWP-2,0.5990978563446603
PAK_5339,0.5385744263807517
RVX-208,0.5270075200530191
TAF1_5496,0.5491354074185557
Dinaciclib,0.4960163485854623
Nelarabine,0.6886255213609092
IGF1R_3801,0.4950192003413003
GSK343,0.5688509319186466
CDK9_5576,0.5177569862929053
LCL161,0.4617911598721539
I-BET-762,0.5666135365026181
AZD5153,0.556699925198388
CDK9_5038,0.5216391935984168
AZD1208,0.6342626800065132
Dihydrorotenone,0.41112551705038414
ULK1_4989,0.5469260973529746
Sabutoclax,0.6318618756728833
AZ960,0.5863725311255532
IAP_5620,0.48775339341578605
Ibrutinib,0.5415685464176097
AZD5991,0.7412455179869983
Eg5_9814,0.5820281674271461
Vincristine,0.6426680393351025
GSK2606414,0.5723315977819524
AZD5582,0.4124460932646391
Daporinad,0.595971585005215
OSI-027,0.6912214383432225
AZD8055,0.30758647520817345
SB216763,0.2041298643267615
Axitinib,0.21388159521761932
RO-3306,0.5790898745295938
Tozasertib,0.6760123242462261
GSK269962A,0.5274495467310453
KU-55933,0.38193968684897894
PF-4708671,0.4941206419482066
AZD6482,0.1191809890372039
ZM447439,0.580352304455892
JQ1,-0.011536060392469467
NU7441,0.42470352150850754
SB505124,-0.019948257596321697
Ribociclib,-0.038784847270971215
Doramapimod,0.23076971599285387
BMS-754807,0.33544023894101216
BI-2536,0.6494982846561882
Cetuximab,0.34182789983948814
Doxorubicin,0.4488289465462262
Etoposide,0.4430765096921082
Bleomycin,0.3226814557889163
Bicalutamide,0.36248676204929475
Bleomycin (50 uM),0.6145062050508833
Pemetrexed,0.5692380056024822
AICA Ribonucleotide,0.5348807603862722
