Task,Mean_MSE,Mean_Pearson
IRAK4_4710,1.0844991,0.3478569804115648
Entospletinib,1.4290334,0.3670698289980867
BMS-345541,1.1540462,0.5910312525041684
Podophyllotoxin bromide,1.6402105,0.5894210034746777
Gallibiscoquinazole,0.6514771,0.5066168475840721
Sinularin,0.9062069,0.44286125005693294
PCI-34051,1.2649814,0.5555977879499041
Carmustine,1.0504888,0.46082342746697935
Topotecan,2.6875646,0.5572337233898425
AGI-6780,0.95447797,0.523094717187596
VSP34_8731,1.0250973,0.43283299646784235
MN-64,1.1172582,0.3842323614604664
ML323,0.9437294,0.5100250791245885
XAV939,0.95298547,0.32566716844230476
PFI3,0.8307557,0.47215985858928206
Zoledronate,0.68569255,0.5950142774349025
CZC24832,0.9155472,0.4888135998119349
KRAS (G12C) Inhibitor-12,1.7503968,0.5625223953606002
ERK_2440,2.0087814,0.4690617025662758
Acetalax,3.217491,0.5896414298943848
LY2109761,0.97251606,0.4212802606314307
AZD1332,2.3122208,0.29614257683905104
Mirin,1.2648629,0.5102927916900071
OTX015,2.749546,0.47173262796490656
Wnt-C59,1.0107725,0.5159471129989134
PRIMA-1MET,2.6013243,0.514120785750806
PRT062607,1.685454,0.4514039121834838
AZD5438,1.694705,0.5434967055128809
Obatoclax Mesylate,1.0577482,0.37809535392183574
AZD2014,1.9956061,0.3013242535912198
OF-1,1.2492045,0.43709173423677633
Selumetinib,2.3834016,0.6145041400146746
WZ4003,1.8060299,0.37815724705924536
Teniposide,2.309796,0.6533831117856262
Picolinici-acid,0.7274465,0.4519771663563674
JAK_8517,2.343798,0.469139922956392
Elephantin,1.5024718,0.5728211180603174
Ruxolitinib,1.0072936,0.4966886616484227
VE-822,2.0365908,0.5910999288496975
ERK_6604,1.7691928,0.5279041944762235
IWP-2,0.63349295,0.5681277892657258
PAK_5339,0.7794783,0.4924013802674076
RVX-208,1.0792489,0.4735654550058676
TAF1_5496,1.9031454,0.48838222561244843
Dinaciclib,1.7847935,0.4838626808465262
Nelarabine,1.0648751,0.5722523957618063
IGF1R_3801,2.9043052,0.5023278270568776
GSK343,0.6584334,0.5276184085128581
CDK9_5576,1.6925387,0.5078044772729317
LCL161,1.2544254,0.37744165919122347
I-BET-762,1.8885263,0.5223405988596858
AZD5153,2.80115,0.5365251795445826
CDK9_5038,2.6835225,0.5383846554818971
AZD1208,0.9546151,0.49873596676786264
Dihydrorotenone,2.1300793,0.36271866255816043
ULK1_4989,1.8275131,0.5548757272359156
Sabutoclax,1.1827779,0.5966826758716463
AZ960,2.1653779,0.5522303137071389
IAP_5620,2.2459142,0.42206001790519804
Ibrutinib,2.3906944,0.5081839827177963
AZD5991,4.010037,0.7022174438861543
Eg5_9814,2.1274014,0.5798625721918983
Vincristine,4.1260943,0.6425464873287082
GSK2606414,1.2685046,0.4682418068851686
AZD5582,4.278166,0.45452212455810964
Daporinad,2.769187,0.5897862284080938
OSI-027,1.5937687,0.6832615484207012
AZD8055,2.1934903,0.2844255381371227
SB216763,1.9525247,0.1633196036568354
Axitinib,1.388512,0.5099767292733581
RO-3306,1.4888631,0.40766015845602954
Tozasertib,1.7636814,0.6830157267384022
GSK269962A,1.4860355,0.36741940847927873
KU-55933,1.5217152,0.36820533105351344
PF-4708671,1.2567066,0.41739571189379404
AZD6482,3.323434,0.1310465367882638
ZM447439,1.6850511,0.4398340215519933
JQ1,4.1601233,0.05168408724622675
NU7441,1.2843075,0.29585622189181904
SB505124,1.8334713,0.0625670626632809
Ribociclib,1.3633943,0.2924544709890078
Doramapimod,2.0507815,0.13396618763232496
BMS-754807,3.682243,0.3753243442284142
BI-2536,5.4877853,0.5041650430640193
Cetuximab,1.1968827,0.21792632825886749
Doxorubicin,1.4940901,0.46516739159707843
Etoposide,3.0659378,0.46548406855065255
Bleomycin,4.487478,0.4090849724847298
Bicalutamide,0.47160235,0.2782808272390714
Bleomycin (50 uM),2.6424663,0.6200731168014947
Pemetrexed,2.423062,0.5783563536849005
AICA Ribonucleotide,1.6754242,0.4070068408931707
