Drug,corr_gene
BMS-345541,0.6470305155396281
Podophyllotoxin bromide,0.6086219908093271
Gallibiscoquinazole,0.5311878324340235
Sinularin,0.5108978422444693
PCI-34051,0.5946972276589645
Carmustine,0.5941777521118194
Topotecan,0.5673446704072721
AGI-6780,0.5690499304874785
VSP34_8731,0.48974054481297746
MN-64,0.5164387137601791
ML323,0.5792289919875385
XAV939,0.39187937763619074
PFI3,0.5779178802225098
Zoledronate,0.6598442935217094
CZC24832,0.6061619548927896
KRAS (G12C) Inhibitor-12,0.6438238465493022
ERK_2440,0.5417216099966071
Acetalax,0.5954759519978243
LY2109761,0.5586302670441496
AZD1332,0.3074918677995935
Mirin,0.5605114156348459
OTX015,0.5064522503276672
Wnt-C59,0.5883014407488053
PRIMA-1MET,0.5329527811144779
PRT062607,0.44913399281927857
AZD5438,0.5682679579492836
Obatoclax Mesylate,0.4242359592235093
AZD2014,0.28801392750848864
OF-1,0.48522183139982317
Selumetinib,0.7013602008199706
WZ4003,0.41063455420474015
Teniposide,0.6837806776305322
Picolinici-acid,0.5773885823555616
JAK_8517,0.4784962754847495
Elephantin,0.6064187379196156
Ruxolitinib,0.5923510998358568
VE-822,0.591911949534523
ERK_6604,0.6054507536406636
IWP-2,0.6042223110718349
PAK_5339,0.5559967143872228
RVX-208,0.5332351788287955
TAF1_5496,0.5531478043619921
Dinaciclib,0.49316523472752455
Nelarabine,0.6912082412362531
IGF1R_3801,0.49230995179333775
GSK343,0.5726691273127081
CDK9_5576,0.5173066548177835
LCL161,0.46485869341082153
I-BET-762,0.5695880516362739
AZD5153,0.5568664716390079
CDK9_5038,0.520171810137826
AZD1208,0.6486956848925279
Dihydrorotenone,0.4086877285456575
ULK1_4989,0.5417596389669597
Sabutoclax,0.6325601360219004
AZ960,0.5829488343490645
IAP_5620,0.47268509544620896
Ibrutinib,0.5320886406164014
AZD5991,0.7439153633286929
Eg5_9814,0.5848386233793195
Vincristine,0.641067607861421
GSK2606414,0.5796244826242815
AZD5582,0.40929467282025545
Daporinad,0.584480321579429
OSI-027,0.6934276203697588
AZD8055,0.3131682554323851
SB216763,0.19902431701169898
Axitinib,0.28811139434999966
RO-3306,0.5762088902090197
Tozasertib,0.7104119664885449
GSK269962A,0.6020684359369013
KU-55933,0.4620235891814829
PF-4708671,0.5760925227445216
AZD6482,0.17506937531879513
ZM447439,0.4758585718804309
JQ1,0.037138046187529
NU7441,0.4986272720425369
SB505124,-0.15729101330934536
Ribociclib,-0.04235134939468467
Doramapimod,0.2219965257914174
BMS-754807,0.3305230330441471
BI-2536,0.6909547918315027
Cetuximab,0.34541799240502224
Doxorubicin,0.4568840716030279
Etoposide,0.43236282483824945
Bleomycin,0.31321317978928154
Bicalutamide,0.3453900460373928
Bleomycin (50 uM),0.6063598535592885
Pemetrexed,0.5792994190611389
AICA Ribonucleotide,0.5291158607661879
