UniProt_ID	gene name
P70600	Not Found
P81511	Not Found
O55230	Not Found
A0A140UHX6	Not Found
O35558	Not Found
P03377	Not Found
Q9Z325	Not Found
Q6PD21	Not Found
G3HCT4	Not Found
O18924	Not Found
Q3MUI2	Not Found
Q13683	ITGA7
P43621	Not Found
P35605	Not Found
P53600	Not Found
O93310	Not Found
Q64725	Not Found
Q4VIT4	Not Found
O54864	Not Found
F1RG45	Not Found
P00846	MT-ATP6
P03915	MT-ND5
P25962	Not Found
Q01406	Not Found
P39689	Not Found
P52297	Not Found
Q6GMY9	Not Found
O42480	Not Found
P04426	Not Found
P27791	Not Found
P83268	Not Found
O55147	Not Found
P53487	Not Found
P97433	Not Found
Q9Z2Q6	Not Found
P30681	Not Found
P01134	Not Found
Q9GSS9	Not Found
P08392	Not Found
F6RKM7	Not Found
ddbj/embl/genbank:M24461.1	Not Found
O35685	Not Found
P48725	Not Found
ddbj/embl/genbank:M10546	Not Found
P46684	Not Found
Q62521	Not Found
P70618	Not Found
P21708	Not Found
Q9VDE3	Not Found
P62795	Not Found
O46036	Not Found
P14680	Not Found
P41739	Not Found
P08160	Not Found
Q10173	Not Found
Q9UST6	Not Found
P11506	Not Found
G3G922	Not Found
Q69091	Not Found
ensembl:ENSG00000137752	Not Found
P46936	Not Found
G3H9I8	Not Found
Q9ESG2	Not Found
Q80TV8	Not Found
Q6ZQ03	Not Found
Q61526	Not Found
Q99JW4	Not Found
C0SSX9	Not Found
Q2YDC4	Not Found
Q8BRU6	Not Found
P54000	Not Found
P00830	Not Found
P97352	Not Found
P22829	Not Found
Q60876	Not Found
P24594	Not Found
P27633	Not Found
P29318	Not Found
A0A8V0YRG2	Not Found
D3YXK2	Not Found
Q07071	Not Found
O35552	Not Found
P01910	Not Found
P06343	Not Found
P02789	Not Found
O95866	G6B
P67869	Not Found
Q63572	Not Found
P36161	Not Found
Q10331	Not Found
Q10256	Not Found
P17945	Not Found
Q92372	Not Found
P40984	Not Found
P79064	Not Found
O42939	Not Found
Q65368	Not Found
Q99257	Not Found
P56399	Not Found
P27612	Not Found
P16573	Not Found
A6HIS0	Not Found
P01555	Not Found
P23514	Not Found
P28829	Not Found
P62616	Not Found
Q9XWD6	Not Found
P06100	Not Found
P34909	Not Found
Q12514	Not Found
P06102	Not Found
P22204	Not Found
Q925H0	Not Found
P03119	Not Found
Q9ULZ1	APLN
Q01043	Not Found
P41391	Not Found
P04499	Not Found
Q8WY22	BRI3BP
P03437	Not Found
Q8T626	Not Found
Q91Z79	Not Found
P19493	Not Found
F1M8A4	Not Found
Q8N2Q7	NLGN1
Q6UXS9	CASP12
O35800	Not Found
P53851	Not Found
O88379	Not Found
Q9DF71	Not Found
P13053	Not Found
P40541	Not Found
O14596	Not Found
Q05785	Not Found
A1Z0Q5	Not Found
Q80T23	Not Found
G3HK86	Not Found
Q05140	Not Found
P01966	Not Found
P01946	Not Found
P21871	Not Found
B2RZ33	Not Found
O70456	Not Found
P84227	Not Found
P84233	Not Found
P62743	Not Found
P03536	Not Found
P17150	Not Found
P13491	Not Found
Q914E0	Not Found
Q08850	Not Found
Q06409	Not Found
Q8CA72	Not Found
O35601	Not Found
Q9Z1D1	Not Found
F1MPZ9	Not Found
F1MX60	Not Found
Q75Q41	Not Found
Q75Q40	Not Found
A6QLR4	Not Found
Q45KY7	Not Found
P60712	Not Found
Q5SUA5	Not Found
Q95332	Not Found
P97929	Not Found
Q01314	Not Found
Q99MR0	Not Found
Q6P9R2	Not Found
Q3TYD6	Not Found
P28339	Not Found
Q04749	Not Found
O15018	PDZD2
Q9UPW8	UNC13A
P03127	Not Found
P32492	Not Found
A0A8I3MVW9	Not Found
Q9QZQ1	Not Found
Q9CVB6	Not Found
Q9VWZ1	Not Found
Q9VEA5	Not Found
P20227	Not Found
Q27272	Not Found
P51123	Not Found
P04052	Not Found
Q8T4A9	Not Found
Q9VGZ2	Not Found
Q29QQ9	Not Found
Q9VC93	Not Found
Q8IPX7	Not Found
Q9VW53	Not Found
Q9VKJ4	Not Found
Q9VXL4	Not Found
Q9VK19	Not Found
Q9W3J6	Not Found
Q9U1H9	Not Found
Q9VIW3	Not Found
Q9V535	Not Found
P82804	Not Found
Q96QV6	HIST1H2AA
Q9GK30	Not Found
O77811	Not Found
P28704	Not Found
P26645	Not Found
Q9UBC5	MYO1A
Q9P258	RCC2
Q91Y79	Not Found
O88573	Not Found
P53834	Not Found
O95168	NDUFB4
P03897	MT-ND3
O70420	Not Found
Q62658	Not Found
F1M8X9	Not Found
A0A8I3MKE1	Not Found
P79288	Not Found
P20171	Not Found
Q07014	Not Found
P10983	Not Found
Q14020	Not Found
O35740	Not Found
D4AE59	Not Found
E1BB77	Not Found
Q811P8	Not Found
Q62311	Not Found
P49061	Not Found
P24063	Not Found
P02465	Not Found
Q925H1	Not Found
Q9DF69	Not Found
P12499	Not Found
Q2YHQ3	Not Found
P03969	Not Found
P23956	Not Found
P41410	Not Found
O42905	Not Found
Q9TRY0	Not Found
Q27975	Not Found
A0A8C0MF30	Not Found
Q71QF9	Not Found
Q1LZX8	Not Found
P03901	MT-ND4L
D3ZB48	Not Found
E9PT04	Not Found
A6HQ90	Not Found
O08700	Not Found
O70257	Not Found
P58200	Not Found
G3V7P1	Not Found
Q9WUF4	Not Found
Q8R4E9	Not Found
Q9Y4B5	SOGA2
Q9R1N3	Not Found
P49763	PGF
Q9QYW0	Not Found
P55041	Not Found
O08580	Not Found
A2A884	Not Found
P62073	Not Found
Q8CDJ8	Not Found
P19121	Not Found
P08835	Not Found
P07724	Not Found
P06652	Not Found
P32372	Not Found
Q8NHW5	RPLP0P6
Q9H853	TUBA4B
Q9BZT1	Not Found
Q86TT2	Not Found
Q9NY65	TUBA8
A0A0B4J269	Not Found
Q8N532	Not Found
Q8IZP2	ST13P4
Q9UFQ0	Not Found
Q96L21	RPL10L
Q96TA9	Not Found
Q9NXW2	DNAJB12
Q9BYX7	POTEKP
Q6AI08	HEATR6
Q9BSR4	Not Found
Q9NWG8	Not Found
Q9H836	Not Found
P41916	Not Found
Q8W034	Not Found
Q88016	Not Found
Q91350	Not Found
Q64280	Not Found
Q9PW55	Not Found
P38811	Not Found
Q9H479	FN3K
P35446	Not Found
P12753	Not Found
A0A3Q1LK78	Not Found
Q9Z250	Not Found
Q792I0	Not Found
Q7YRX0	Not Found
Q96IS3	RAX2
O35602	Not Found
Q3ZBT1	Not Found
Q31206	Not Found
Q7LYY4	Not Found
P56855	Not Found
Q9Y1J3	Not Found
O54949	Not Found
Q60987	Not Found
Q8C078	Not Found
O88751	Not Found
P10192	Not Found
G3G911	Not Found
P04294	Not Found
P10189	Not Found
F8VQB6	Not Found
P80746	Not Found
Q8TE04	PANK1
Q90623	Not Found
Q95107	Not Found
P10266	None
P01614	None
Q92484	SMPDL3A
Q9GZM6	OR8D2
Q6DJT9	PLAG1
Q8NHC8	OR2T6
Q9NY47	CACNA2D2
Q9UL92	Not Found
P01700	None
Q8NGV6	OR5H6
P69906	Not Found
P01764	None
P01780	None
Q8IZC4	RTKN2
Q2KHR2	RFX7
Q9Y6Y1	CAMTA1
Q6ZMN7	PDZRN4
Q9Y259	CHKB
P47893	OR3A2
Q8NHM4	TRY6
P00746	CFD
Q9UNQ2	DIMT1
P32020	Not Found
P11915	Not Found
Q8CJH3	Not Found
P08607	Not Found
Q99KG1	Not Found
Q9D6Z1	Not Found
P50428	Not Found
Q9Z0L3	Not Found
P49891	Not Found
Q91WJ0	Not Found
Q9CZ01	Not Found
Q8R298	Not Found
P07759	Not Found
Q9JK48	Not Found
Q69ZS0	Not Found
P00536	Not Found
Q9DC61	Not Found
P19973	Not Found
Q91YR1	Not Found
Q9DA73	Not Found
Q9JHK4	Not Found
Q64731	Not Found
Q9EPN1	Not Found
Q8VCT4	Not Found
Q60805	Not Found
P62813	Not Found
P46462	Not Found
Q9ES53	Not Found
P09727	Not Found
Q8N398	VWA5B2
Q9NR19	ACSS2
Q9NRC3	Not Found
Q8WUA8	TSKU
Q9UJ37	ST6GALNAC2
P78451	Not Found
Q8N5B1	Not Found
O95625	ZBTB11
Q7Z5N4	SDK1
Q9HCE0	EPG5
Q9H6V3	Not Found
P11465	PSG2
Q96MK7	Not Found
Q8IZ53	Not Found
Q9QYR6	Not Found
Q7T2Q1	Not Found
Q7T2Q0	Not Found
G3I658	Not Found
Q9R3N6	Not Found
A1Z9X0	Not Found
Q64273	Not Found
Q9LNT9	Not Found
Q9M1X5	Not Found
A8MQG7	Not Found
Q80YS6	Not Found
O35239	Not Found
O35681	Not Found
P46097	Not Found
O44956	Not Found
Q9N2X3	Not Found
Q8MNT1	Not Found
P42337	Not Found
P10829	Not Found
Q04439	Not Found
Q05933	Not Found
P40518	Not Found
P34144	Not Found
P34145	Not Found
P34146	Not Found
P34147	Not Found
O96390	Not Found
E3PRJ4	Not Found
P27600	Not Found
P35573	AGL
Q7K8Y3	Not Found
P47196	Not Found
ensembl:ENSG00000180432	Not Found
A0A8I3NXT6	Not Found
Q5XIA5	Not Found
P62869	Not Found
P62878	Not Found
Q9D5V5	Not Found
Q12420	Not Found
P48030	Not Found
Q99KI0	Not Found
Q9BDC3	Not Found
Q1ECJ7	Not Found
B5LBI2	Not Found
G5ECG0	Not Found
Q9ICL1	Not Found
O57125	Not Found
Q9WH13	Not Found
Q61572	Not Found
Q99MH6	Not Found
O57392	Not Found
Q76I90	Not Found
A0A1L1RLV7	Not Found
Q29504	Not Found
P49698	Not Found
Q9QYK2	Not Found
Q9CQ33	Not Found
Q9JM96	Not Found
O54726	Not Found
Q78GU9	Not Found
Q9DD03	Not Found
P63072	Not Found
Q9DAR2	Not Found
P47810	Not Found
Q9CX84	Not Found
P36898	Not Found
Q8C1R0	Not Found
Q9Z2F2	Not Found
O14909	DLG4
G3H0F0	Not Found
D3ZWS0	Not Found
A0A8P0N4K0	Not Found
Q6N089	Not Found
Q8N236	Not Found
Q6AZ64	Not Found
P15879	Not Found
Q9BCZ1	Not Found
P06334	Not Found
Q9H900	ZWILCH
P56603	Not Found
Q9JKE3	Not Found
Q5U2U4	Not Found
Q95HD8	Not Found
Q6ZTP6	Not Found
Q5U241	Not Found
Q6V0K8	Not Found
P04639	Not Found
Q91V79	Not Found
Q9JLI2	Not Found
Q61500	Not Found
P28481	Not Found
Q9ERR7	Not Found
Q921I1	Not Found
Q8R3Q0	Not Found
Q9EPL0	Not Found
Q9QZJ6	Not Found
Q9DBH5	Not Found
ensembl:ENSG00000133703	Not Found
A0A3Q1LY00	Not Found
A7E3S4	Not Found
P10323	ACR
P39676	Not Found
Q00711	Not Found
P21801	Not Found
Q12480	Not Found
P38759	Not Found
P34110	Not Found
P32913	Not Found
P40336	Not Found
Q00308	Not Found
P22953	Not Found
P02550	Not Found
P02554	Not Found
P34223	Not Found
Q04228	Not Found
Q12242	Not Found
P38237	Not Found
Q9M548	Not Found
Q6ZWR4	Not Found
Q5SZ64	SF3B4
Q5H919	HTATSF1
Q15559	Not Found
Q8NDH8	Not Found
Q5JSB6	TFDP1
Q8QHK8	Not Found
P32914	Not Found
P08518	Not Found
P16370	Not Found
P20433	Not Found
P23595	Not Found
Q99JY8	Not Found
P19111	Not Found
Q26195	Not Found
Q9SK04	Not Found
Q9M1E4	Not Found
Q9FKP8	Not Found
Q9BE97	Not Found
Q03499	Not Found
Q9Y2A4	ZNF443
Q9NYC9	DNAH9
Q94806	Not Found
Q96QZ0	PANX3
Q9CH62	Not Found
Q9JJY4	Not Found
Q75LH2	Not Found
Q6GVN4	Not Found
A7XYQ1	SOBP
Q9HC35	EML4
Q6FI97	Not Found
Q93091	RNASE6
Q8IXR5	FAM178B
Q8N9L1	ZIC4
Q96DN6	MBD6
Q7RU07	Not Found
P62341	SELT
Q6IAN1	Not Found
Q8N2U0	C17orf61
Q6UXB0	FAM131A
Q86UP0	CDH24
Q6FIE5	Not Found
Q5BIV9	SPRN
Q8IZ48	Not Found
Q6IBE6	Not Found
P0DPI2	Not Found
Q9UJD7	PTCHD2
Q6IAM1	Not Found
P38570	ITGAE
Q7Z2D9	Not Found
Q15406	NR6A1
Q9C0J1	B3GNT4
Q75LP0	Not Found
Q67FW5	B3GNTL1
P35475	IDUA
Q9P0U0	Not Found
Q13275	SEMA3F
Q9Y233	PDE10A
Q8N4C5	Not Found
O14548	COX7A2L
O14582	Not Found
Q9NQ32	C11orf16
Q96F93	Not Found
Q96H21	Not Found
Q96F31	Not Found
Q9NX45	SOHLH2
Q8N4N7	ABCC9
Q9BPY1	Not Found
Q06335	Not Found
Q42707	Not Found
P0C860	MSL3P1
Q5U5A6	Not Found
Q9HG81	Not Found
Q06985	Not Found
P04441	Not Found
Q6H1D8	Not Found
G3HQM6	Not Found
Q8K3H8	Not Found
Q6B856	Not Found
P68370	Not Found
Q2LC84	Not Found
Q6SSD8	Not Found
ensembl:ENSG00000142867	Not Found
Q5U2U2	Not Found
Q61881	Not Found
Q8R3H6	Not Found
O75445	USH2A
Q8BTY2	Not Found
Q99PJ1	Not Found
Q8K3K1	Not Found
Q6P549	Not Found
Q80UF7	Not Found
P61089	Not Found
Q9Z254	Not Found
Q6V4L4	Not Found
Q6V4L1	Not Found
Q6IAW3	Not Found
Q8NC56	LEMD2
P53235	Not Found
P70032	Not Found
Q9R244	Not Found
Q61143	Not Found
O88307	Not Found
Q9Z1G3	Not Found
Q6VGT6	Not Found
P35408	PTGER4
P24356	Not Found
P22182	Not Found
P37242	Not Found
Q149F3	Not Found
O62602	Not Found
G3V9M2	Not Found
Q80Z37	Not Found
Q06348	Not Found
Q61169	Not Found
P19483	Not Found
P20004	Not Found
P00829	Not Found
P06623	Not Found
P41563	Not Found
P06726	Not Found
Q61496	Not Found
Q0G819	Not Found
Q99JY3	Not Found
Q9WV92	Not Found
Q8CGK3	Not Found
O08553	Not Found
Q9Z1S5	Not Found
Q8K0U4	Not Found
Q80WP8	Not Found
Q6IRU5	Not Found
Q9CYG7	Not Found
Q91XV3	Not Found
Q6PEB6	Not Found
Q61168	Not Found
Q8K212	Not Found
Q9CYZ2	Not Found
Q3V3R1	Not Found
Q8C2C1	Not Found
Q80TY0	Not Found
Q9QXV0	Not Found
Q9WUA3	Not Found
P16330	Not Found
Q58E64	Not Found
P32067	Not Found
Q7TSJ2	Not Found
Q9QYC0	Not Found
P63328	Not Found
Q9Z0J4	Not Found
Q9JIS5	Not Found
P16546	Not Found
Q8BRT1	Not Found
Q3TDK6	Not Found
Q9D898	Not Found
P60469	Not Found
Q04690	Not Found
Q7TNM2	Not Found
Q3UHL1	Not Found
P49446	Not Found
Q9Z1T6	Not Found
Q8BQX0	Not Found
E9Q3L2	Not Found
P35276	Not Found
Q4VA93	Not Found
Q8K314	Not Found
Q8K386	Not Found
A2ALS5	Not Found
P28663	Not Found
Q5SWR1	Not Found
Q9R0N5	Not Found
Q62419	Not Found
Q8BQ73	Not Found
Q5SVG4	Not Found
E9PXF8	Not Found
Q7TQF7	Not Found
Q64332	Not Found
O08599	Not Found
P28661	Not Found
Q6ZPE2	Not Found
Q8CHH9	Not Found
Q99PU5	Not Found
P70206	Not Found
Q8C0B4	Not Found
O55125	Not Found
O88951	Not Found
Q62465	Not Found
Q9DCL9	Not Found
Q9D6F9	Not Found
Q5BLK2	Not Found
Q99LB6	Not Found
O70318	Not Found
Q7TSH2	Not Found
Q9QXL1	Not Found
P28652	Not Found
Q9QXL2	Not Found
Q5BKS5	Not Found
Q5BL18	Not Found
Q8C483	Not Found
Q91YS8	Not Found
Q8CHT1	Not Found
Q6PDS5	Not Found
Q8BW96	Not Found
Q8C547	Not Found
Q5SSM3	Not Found
Q3UGY8	Not Found
Q6P7V2	Not Found
Q9CQE8	Not Found
Q80WQ2	Not Found
Q8CBE3	Not Found
Q6GQT3	Not Found
Q8C5P7	Not Found
Q80TB8	Not Found
Q9D743	Not Found
Q99P27	Not Found
Q921Y0	Not Found
P30835	Not Found
P48500	Not Found
P30904	Not Found
Q9Z0V6	Not Found
Q6AXS5	Not Found
P62832	Not Found
Q9ESW0	Not Found
P17764	Not Found
P61515	Not Found
P11884	Not Found
Q5BK33	Not Found
P13471	Not Found
P20788	Not Found
P15865	Not Found
P15999	Not Found
P32551	Not Found
P15650	Not Found
Q641X8	Not Found
Q568Z8	Not Found
P62703	Not Found
O35796	Not Found
P17074	Not Found
P62271	Not Found
Q6B345	Not Found
P62890	Not Found
P63039	Not Found
P62268	Not Found
P63259	Not Found
Q6IMY8	Not Found
P62630	Not Found
Q5FVM4	Not Found
P17077	Not Found
Q3T1J1	Not Found
Q6LED0	Not Found
P97570	Not Found
P27952	Not Found
Q9JIJ8	Not Found
Q9JK72	Not Found
P62961	Not Found
P84079	Not Found
P41123	Not Found
Q9ET33	Not Found
P49242	Not Found
Q00715	Not Found
P10719	Not Found
P62752	Not Found
P47198	Not Found
P62853	Not Found
Q68FQ0	Not Found
P62902	Not Found
P60868	Not Found
P17702	Not Found
P38983	Not Found
Q4FZT6	Not Found
Q8R4A1	Not Found
Q5M819	Not Found
P63018	Not Found
P62914	Not Found
P48721	Not Found
Q3T1K5	Not Found
P05964	Not Found
Q5EB65	Not Found
P24050	Not Found
O88450	Not Found
P62243	Not Found
Q6P9U5	Not Found
P62909	Not Found
Q64598	Not Found
P62705	Not Found
Q9BX90	Not Found
O08530	Not Found
Q9CVD2	Not Found
O95973	Not Found
Q99K41	Not Found
Q6Q795	None
Q6IAV3	Not Found
P18654	Not Found
P14842	Not Found
P52633	Not Found
P62754	Not Found
Q8BGD9	Not Found
Q62985	Not Found
Q5MAG3	Not Found
P40224	Not Found
P06804	Not Found
O55038	Not Found
B7UM88	Not Found
P04884	Not Found
O35451	Not Found
P97260	Not Found
P35330	Not Found
P13597	Not Found
P29533	Not Found
Q9R144	Not Found
Q9CY66	Not Found
P25694	Not Found
P00729	Not Found
P63036	Not Found
P02692	Not Found
O09171	Not Found
P36506	Not Found
P83941	Not Found
P62870	Not Found
P14480	Not Found
Q3KRE8	Not Found
O88801	Not Found
O35824	Not Found
Q63716	Not Found
P24090	Not Found
Q99MZ8	Not Found
P02770	Not Found
Q64620	Not Found
P41034	Not Found
P34058	Not Found
P27605	Not Found
Q8K3G9	Not Found
P06492	Not Found
P32916	Not Found
Q21209	Not Found
Q68E05	Not Found
P70429	Not Found
D4ABA9	Not Found
Q9EPQ2	Not Found
Q8CG48	Not Found
Q63690	Not Found
A2A8R7	Not Found
G5EDZ2	Not Found
Q20000	Not Found
Q18688	Not Found
P34766	Not Found
Q9XVT3	Not Found
Q18020	Not Found
P47991	Not Found
Q09958	Not Found
ensembl:ENSG00000107831	Not Found
Q9U245	Not Found
Q8QW27	Not Found
Q9UKY4	POMT2
Q10213	Not Found
O13800	Not Found
Q10295	Not Found
Q9WU42	Not Found
Q6ZQA5	Not Found
Q9GZY6	LAT2
O43497	CACNA1G
Q9H9J5	Not Found
Q9BTF3	Not Found
Q5ZEY4	Not Found
Q86VZ5	SGMS1
Q86UT2	Not Found
Q8NAK8	Not Found
Q8NDD3	Not Found
Q6P593	Not Found
Q5TB27	PDE4DIP
P39517	Not Found
Q12517	Not Found
Q17345	Not Found
P25339	Not Found
P38806	Not Found
P50947	Not Found
Q08465	Not Found
O08538	Not Found
Q96I65	Not Found
Q4LE58	Not Found
Q5VTE0	EEF1A1P5
Q59FS8	Not Found
Q4L1J4	Not Found
P50617	Not Found
Q7M2R6	Not Found
Q32Q86	Not Found
Q923I8	Not Found
Q9VFC0	Not Found
Q7MWG4	Not Found
P20505	Not Found
ensembl:ENSG00000170989	Not Found
P35288	Not Found
P35285	Not Found
Q6PHN9	Not Found
P35284	Not Found
P35294	Not Found
Q803H8	Not Found
Q9WU00	Not Found
G3HM63	Not Found
P19378	Not Found
P21981	Not Found
P14668	Not Found
D3ZEZ9	Not Found
Q9DBR7	Not Found
Q9V3Y8	Not Found
O70433	Not Found
O35115	Not Found
Q9VVR2	Not Found
P11835	Not Found
P24643	Not Found
Q8UUX6	Not Found
P12672	Not Found
G3HWC3	Not Found
Q9QXQ0	Not Found
Q38QA0	Not Found
Q6P4S6	Not Found
Q923T9	Not Found
Q03141	Not Found
Q8R071	Not Found
Q920P5	Not Found
Q9Z2C4	Not Found
P48455	Not Found
B2RXQ2	Not Found
Q5SNZ0	Not Found
P21550	Not Found
Q9R1R2	Not Found
Q9WV69	Not Found
Q5DTY9	Not Found
Q8R361	Not Found
Q91VA7	Not Found
P70265	Not Found
P70392	Not Found
B8QI36	Not Found
Q6PAJ1	Not Found
Q8BSS9	Not Found
Q80U28	Not Found
Q6NXI4	Not Found
Q6P9R4	Not Found
Q8VBU5	Not Found
P54750	PDE1A
Q91X05	Not Found
P00884	Not Found
Q4V7C7	Not Found
Q5M7U6	Not Found
Q5BJG6	ZMYND11
Q9NS39	ADARB2
Q9NX05	FAM120C
Q9JL19	Not Found
P11298	Not Found
Q62392	Not Found
Q91Y81	Not Found
Q6P289	Not Found
Q28181	Not Found
Q64359	Not Found
Q64663	Not Found
Q8VHJ7	Not Found
Q9Z1E4	Not Found
Q8VE57	Not Found
Q9CU65	Not Found
Q9CXY6	Not Found
ddbj/embl/genbank:E11371.1	Not Found
Q8K4K3	Not Found
Q9JJ76	Not Found
P21139	Not Found
Q8R5A0	Not Found
Q6P3P7	Not Found
A0A024RCN7	Not Found
Q8WUY1	THEM6
Q9Y6N5	SQRDL
Q9UJC5	SH3BGRL2
Q9H3V2	MS4A5
Q9NZN1	IL1RAPL1
Q9H3R2	MUC13
Q03630	Not Found
Q03784	Not Found
Q99394	Not Found
Q03337	Not Found
Q62950	Not Found
Q96DE8	Not Found
P30994	Not Found
B3GBX7	Not Found
P63102	Not Found
P69277	Not Found
Q9UIW2	PLXNA1
Q13753	LAMC2
Q8WXC3	PYDC1
ensembl:ENSG00000213928	Not Found
G3HMR9	Not Found
D4A229	Not Found
Q9WTR2	Not Found
Q60716	Not Found
ensembl:ENSG00000051180	Not Found
ensembl:ENSMUSG00000027323	Not Found
P0DOX8	Not Found
Q61115	Not Found
Q933J5	Not Found
P30204	Not Found
Q91VH2	Not Found
Q80Z38	Not Found
Q9Z2J9	Not Found
P97357	Not Found
P69728	Not Found
Q8WLQ7	Not Found
O88879	Not Found
Q9WVA3	Not Found
Q5XI90	Not Found
P13605	Not Found
Q9MYV3	Not Found
P52584	Not Found
Q9VND8	Not Found
Q19213	Not Found
O35654	Not Found
Q63836	Not Found
Q8R0Y6	Not Found
P80316	Not Found
Q9QXD6	Not Found
P56480	Not Found
Q9WUB3	Not Found
P17182	Not Found
Q91XD4	Not Found
P30280	Not Found
Q6PCM1	Not Found
Q62383	Not Found
Q8R516	Not Found
P16627	Not Found
Q9JHW4	Not Found
Q6PD28	Not Found
O70310	Not Found
Q9CZN7	Not Found
Q99LB2	Not Found
P00489	Not Found
P67874	Not Found
Q9DH70	Not Found
Q9UDR5	AASS
Q80Y84	Not Found
Q01062	Not Found
refseq:NM_006387.4	Not Found
refseq:NM_004500.2	Not Found
refseq:NM_144604.2	Not Found
Q6S545	POTEH
Q13423	NNT
Q8NAB2	KBTBD3
Q95RA8	Not Found
P69730	Not Found
Q75MH1	Not Found
A0A0B4J1Z1	Not Found
P01615	None
A6NEW6	FAM90A16P
Q9H0J4	QRICH2
Q6FGD7	Not Found
Q75T13	PGAP1
Q6FHT8	Not Found
Q96F88	Not Found
Q5SRE5	NUP188
Q8NCK5	Not Found
Q9BWU5	Not Found
Q9Y3D3	MRPS16
Q6F3D7	Not Found
O76009	KRT33A
Q7Z6H2	Not Found
Q6P996	PDXDC1
Q5SQT9	Not Found
A0A2R8YCP0	Not Found
Q9NZT1	CALML5
Q6P1L8	MRPL14
Q5T3U5	ABCC10
Q16768	Not Found
Q8TDI0	CHD5
Q53Y06	Not Found
Q56A76	Not Found
Q9HC85	Not Found
Q96F87	Not Found
Q6FGU2	Not Found
Q8NB74	Not Found
Q9HB66	Not Found
Q13948	CUX1
Q9H4D4	Not Found
O95267	RASGRP1
Q9BZE3	BARHL1
Q6UW78	C11orf83
Q7Z3L0	Not Found
P49915	GMPS
Q9MY50	Not Found
Q9BZK3	NACAP1
Q549U1	Not Found
Q53Y97	Not Found
Q9BZU1	Not Found
F5H284	PPIAL4D
Q4VC31	CCDC58
Q96A35	MRPL24
Q8TE01	Not Found
Q6FGH5	Not Found
Q8N7G1	Not Found
Q96R67	OR4C12
A8MYJ7	TTC34
Q6NVI1	Not Found
Q9H2P1	Not Found
Q76P68	Not Found
Q9Y3B9	RRP15
Q86YI5	Not Found
P82664	MRPS10
Q7Z362	Not Found
Q860B5	Not Found
P30954	OR10J1
Q6P169	Not Found
Q2TAA5	ALG11
P16442	ABO
Q6FHQ0	Not Found
Q14156	EFR3A
Q6PKD3	Not Found
Q8NBJ5	GLT25D1
Q5NV56	Not Found
Q9UEX5	Not Found
A2J422	Not Found
P97767	Not Found
Q0R326	Not Found
P04958	Not Found
Q9JM73	Not Found
P59759	Not Found
P05958	Not Found
P48018	Not Found
P62974	Not Found
Q6PFD5	Not Found
Q80VP1	Not Found
P04627	Not Found
P25119	Not Found
Q6ZPI3	Not Found
Q64318	Not Found
Q61738	Not Found
Q9D8E6	Not Found
Q8VCM8	Not Found
P32367	Not Found
O01368	Not Found
O89293	Not Found
Q88019	Not Found
Q994M8	Not Found
O41790	Not Found
O70903	Not Found
ensembl:ENSG00000075651	Not Found
Q99020	Not Found
Q8CCS6	Not Found
Q99LD9	Not Found
Q3KST5	Not Found
Q3KSU5	Not Found
P0C729	Not Found
Q3KST0	Not Found
Q69131	Not Found
P0C734	Not Found
P0CK51	Not Found
Q3KSU3	Not Found
P0C733	Not Found
A0A0C7TUY8	Not Found
P03224	Not Found
Q8WXE0	CASKIN2
Q69114	Not Found
P0C732	Not Found
Q6ZQ08	Not Found
Q7TN74	Not Found
Q9NUR3	TMEM74B
P80404	ABAT
Q9Y5I3	PCDHA1
Q92928	RAB1C
Q92927	Not Found
Q92942	Not Found
Q92953	KCNB2
Q92970	Not Found
Q69HR1	Not Found
P43406	Not Found
P00521	Not Found
P46471	Not Found
O08532	Not Found
Q3V1D3	Not Found
P62880	Not Found
P14094	Not Found
Q61885	Not Found
Q91V61	Not Found
P61264	Not Found
Q9DC69	Not Found
Q9CXS4	Not Found
P43006	Not Found
Q7TNC4	Not Found
Q9DB77	Not Found
Q9CZ13	Not Found
Q9WTR5	Not Found
Q9DCW4	Not Found
Q924X2	Not Found
Q8BH59	Not Found
P02088	Not Found
O54724	Not Found
Q9D3D9	Not Found
Q9D1L0	Not Found
Q9DCJ5	Not Found
Q60930	Not Found
Q8VEM8	Not Found
Q8BMF4	Not Found
P51174	Not Found
Q8BMS1	Not Found
Q91VD9	Not Found
Q8BSY0	Not Found
P16125	Not Found
P12787	Not Found
Q9CR62	Not Found
P09242	Not Found
Q9D6J6	Not Found
P07310	Not Found
O88492	Not Found
O70423	Not Found
P05064	Not Found
Q9ET78	Not Found
Q8IQA6	Not Found
Q70CQ2	USP34
Q24472	Not Found
ensembl:ENSG00000145113	Not Found
Q9CZD3	Not Found
O88574	Not Found
Q9DCJ1	Not Found
Q8C1Z7	Not Found
O08999	Not Found
D4A8G7	Not Found
Q18825	Not Found
O44326	Not Found
G5ECR7	Not Found
Q23457	Not Found
G5ED41	Not Found
P52553	Not Found
P36008	Not Found
P00560	Not Found
P22203	Not Found
P32476	Not Found
Q5UGI3	Not Found
Q7Z3R3	Not Found
P15085	CPA1
Q3MIH3	Not Found
Q8TBK5	Not Found
Q9UL80	Not Found
Q9UPA5	BSN
Q86VZ4	LRP11
Q71VB4	Not Found
P48679	Not Found
P13941	Not Found
Q5XIP0	Not Found
A6JI19	Not Found
Q6IMX7	Not Found
Q9Z1P3	Not Found
Q9Z0Z2	Not Found
